Fld_Linked_ID;Fld_Company_ID;Company_Old_Id;Fld_Company_Type_ID;Fld_Company_Country;Fld_Company_City;Fld_Company_State;Fld_Company_Street;Fld_Company_ZipCode;Fld_Company_Fax;Fld_Company_Phone;Fld_Company_Email;Fld_Company_Score;Fld_Company_BAX_Contact;Fld_Remark;Fld_VAT_Nbr;Fld_Date_Of_First_Contact;Fld_Company_Address_Type
4363;4125;;2;Poland;Warsaw;;;;1;1;;;3;;;;
4362;4124;;2;USA;;;;;1;1;;;;;;;
4361;4123;;2;;;;;;61;61;;;;SKYAIRWORLD, Australia leased new E190 (154) from GECAS, and plans to lease a second in 4Q08;;;
4360;4122;;2;;;;;;3;3;;;;"VTB LEASING, Russia agreed to purchase two A318s and two A319s , from
Frontier Airlines for lease";;;
4359;2129;;2;Mexico;;;;;;;;;;;;;
4358;4118;;8;;;;;;498025993636;49;;;;ENG  CFM56-3B;;;
4357;4117;;3;;;;;;62-21 80877989;62-21 80877989;;;;;;;
4356;4116;;4;;;;;;0;0;;;;;;;
4355;4115;;6;;;;;;(+39) 074267620;(+39) 074234751;;;;;;;
4354;3786;;1;;;;;;;;;;;;;;
4353;4114;;2;Germany;;;;;0;0;;;7;;;;
4352;924;;11;Switzerland;;;;;;;;;;No wagent for www.indaer.com;;;
4351;4113;;4;USA;Augusta;GA;;30906;800-891-1977;800-891-1977;;;;;;;
4350;4000;;;Singapure;Excelsior Hotel;;5 Coleman st. #B1-19;179805;65-6298-1320;65-6336-0255;;;;;;;2
4349;4112;;4;USA;Medley;FL;8226 NW South River Drive;33166;786-360-1827;786-360-1824;;;;;;;3
4348;4111;;6;;;;;;01 30 84 15 30;01 30 84 77 99;;;;;;;
4347;4110;;1;;;;;;55;55 21 2468 5013-5015;;;;ERJ 190 ENGINE APS2300;;;
4346;4109;;1;Denmark;Kastrup;;Amager Strandvej 392;DK-2770;45 3232 5504;45 3232 3987;;;;;DK 28501048;;3
4345;4108;;2;Ukraine;;;;;0;0;;;7;;;;
4344;4107;;2;;;;;;0;0;;;7;;;;
4343;4106;;2;;;;;;0;0;;;17;;;;
4342;4105;;3;USA;Miami;FL;12181 S.W. 129th Court;33186;1-305-251-2300;1-305-251-7200;;;;;;;3
4341;4104;;10;India;Belagondapalli, Hosur, Tamil Nadu;TN;Commercial MRO, Hangar 1 TAAL, Thally Road;635114;;;;;7;work with Jet Airways;;;3
4340;4103;;1;;;;;;608-836-5460;608-836-5450;;;;;;;
4339;4102;;4;;;;;;0;0;;;;;;;
4338;4101;;4;Israel;;;;;305;972;;;;Israel;;;
4337;4100;;4;;;;;;0;0;;;;;;;
4336;3836;;2;Germany;;;;;;;;;7;;;;
4335;4099;;4;;;;;;82-23-412-3622;82-17-377-6030;;;;;;;
4334;4098;;8;France;;;;;33 240 950 676;+33 240 950 114;;7;;;;;
4333;4097;;3;;Marble Falls;TX;;78654;830-693-4398;210-264-2180;;;;;;;
4332;4096;;4;;;;;;+302106635646;+302106635647;;;;;;;
4331;4095;;4;;;;;;0;0;;;;;;;
4330;4094;;1;;;;;;0;0;;;;;;;
4329;3934;;;MÉXICO;COLON, QUERETARO;;"C/O SAYMA AGENCIA ADUANAL
 CARR. ESTATAL 200 #22500 BODEGA 9 Y 10";CP 76720;;;;;;;;;12
4328;4065;;;New Zealand;37 Arney Street;Greymouth;c/o Smith Speed & Spares;;;;;;;;;;12
4327;630;;;USA;Miami;FL;1501 NW 15TH ST;33126;305-463-7868;305-470-0187;;;;;;;
4326;4092;;3;;;;;;720-535-6819;720-212-7369;;;;;;;
4325;4091;;1;;;;;;305.969.4844;305.969.5558;;;;;;;
4324;4090;;4;;;;;;772 380 4587;772,343,9711;;;;;;;
4323;4089;;4;;;;;;0;0;;;;;;;
4322;4088;;3;;;;;;T 954-578-70038;T 954-578-7003;;;;;;;
4321;799;;;Canada;"Building 7, Gate 2 Entrance
DORVAL";QUEBEC;"ACTS Aero Technical Support & Services
C/O Station 29";H4Y 1C2;;;;;;;;;5
4320;4087;;1;;;;;;9221 4547455;9221 4529056;;;;paes@paes.com.pk, arif_paes164@yahoo.com, mjalil@yahoo.com;;;
4319;2429;;;SINGAPORE;Richfield Indu. Center;;C/O BEE Express Pte, 122Eunos Ave 7 # 01-12;408575;;65-6747-8843;;;;;;;3
4318;4085;;4;;;;;;303-449-1221;303-449-1003;;;;;;;
4317;4084;;1;USA;;TX;2701 Forum Drive, Grand Prairie, Texas;75052-7099;972;972 641 3687 or 800 873 0001;;;;;;;
4316;4083;;4;;;;;;3;3;;;;;;;
4315;3825;;;Poland Sp.zo.o;Warszawa;Federal Express;35 Wirazowa St 02-158;;;;;;;;;;5
4314;1604;;;Miami, USA;7429 NW 50th Street,;FL;c/o Freeport Freight Fwdrs;33166;;;;;;;;;12
4313;4082;;2;;;;;;55 11 3375-8453;55-11- 3375-8454;;;;;;;
4312;4081;;3;;;;;;714-438-0665;714-438-0660;;;;;;;
4311;4080;;4;;;;;;91 11 26387676;91 11 26387576 26387675;;;;;;;
4310;4079;;1;;;;;;615-459-0656;615 355 9970;;;;;;;
4309;1745;;;Germany;Dortmund;Gebäude E / EG;Flughafen Dortmund Luftfahrzeughalle 3.3;44319;;;;;;;;;5
4308;4078;;4;;;Zhuhai;Room 402 Hongta Bldg No 244;519015;86-756-3957124;86-756-3361002;zhanglily2@gmail.com;;;;;;
4307;4077;;4;USA;Santa Monica, California;;2100 Pennsylvania Ave.;90404;0;0;;;;;;;3
4306;4076;;4;Spain;Madrid;;C/ Orense, 62-3oC;28028;34-902-947-432;;;;;;;;3
4305;4075;;4;;;;;;0;0;;;;;;;
4304;4074;;1;;;;;;31 20 316 1777;31 20 316 1730;;;7;;;;
4303;2047;;;Australia;Pinkenba;QLD;Po Box 108;4008;;;;;;;;;2
4302;4073;;4;;;;;;301-384-0889;301-384-7900;;;;;;;
4301;4014;;2;Latvia;Riga;;;;;;;7;14;;;;
4300;1496;;;Czech Republic;"JANA KAŠPARA 1/1069; PRAHA 6";;CENTRALNI EVIDENCE FAKTUR;160 08;;;;;;;CZ27145573;;2
4299;4072;;1;;;;;;0;0;;;;;;;
4298;4071;;1;USA;Miami;FL;2561 NW 74th Avenue;33122;305-477-4802;305-477-4063;;;;;;;5
4297;4070;;4;;;;;;0;0;;;;;;;
4296;993;;1;USA;;;;;;;;;;Challenger;;;
4295;3861;;;SRI-LANKA;KATUNAYAKE/ COLOMBO;;MIHIN LANKA PVT., LTD, ENGEENIRING & MAINT DPT, PIER BLD BIA;;;;;;;ATTN: WIJITHA FERNANDO;;;12
4294;4069;;1;USA;;;;;561.989.3844 Fax 561.997.9948;561.989.3844 Fax 561.997.9948;;;;;;;
4293;4068;;4;USA;Parkland;FL;6640 Stratford Drive;33067;954-796-4427;954-796-7622;;;;;;;3
4292;4067;;4;;;;;;954) 333-8958;954) 333-8938;;;;F.I.R.M.-Future Inventory Repair Management;;;
4290;4066;;2;Indonesia;;;;;3;3;agung.widodo@Travira-Air.com;;17;TRAVIRA AIR, Indonesia acquired ex-Flybaboo Dash 8-300 (549).;;;6
4289;4065;;2;New Zealand;Greymouth;;189 Heaphy Rd, Private Bag 611;7840;03 738 0212;03 738 0224;;;17;;;;5
4288;4064;;4;;;;;;008620-83631206;008620-83631203;;;;;;;
4287;4063;;4;Belgium;;;;;32;32495322306;;;;md80 parts;;;
4286;4062;;4;;;;;;321;321) 773-5457;;;;;;;
4285;4061;;1;;;;;;0;0;;;;;;;
4284;4060;;4;usa;;FL;;;305;305;;;;;;;
4283;3134;;;USA;Atlanta,;GA;574 Airport South Parkway, Suite 200;30349-8604;;;;;;;;;5
4282;4059;;4;;;;;;91-11-24318487;91-11-24374041;capt_pandey@yahoo.com;;;;;;
4281;4058;;4;USA;;;;;1;1-954-607-3237;;;;;;;
4280;3286;;;Italy;Via Bernini  101;Napoli;WIND srl;80129;39.081.578 63 50;39.081.558 66 13;;;;;;;2
4279;4057;;1;USA;Deerfield Beach;FL;3248 W Hillsboro Blvd;33442;954 333-8958;954 333-8938;;7;6;;;;3
4278;4056;;4;;;;;;553132211194;553132215215;;;;;;;
4277;1639;;;USA;Windermere;Fl;10650 Chase Rd Building 5;34786;;;;;;;;;3
4276;2050;;;South Africa;Bedfodview;;"C/O Aero Management Services
Pellmeadow Park, Block B, 60 Civin Dr.";2007;;;;;;;;;2
4275;2289;;;USA;Miami;FL;"C/O Ana L. Sanchez; 17530 NW 68th Ave. Suite C-2003";33015;;;;;;;;;3
4274;4055;;9;USA;Elk Grove Village;IL;2351 Brickvale Ave;60007;(847)956-0848;(847)956-0800;;;;;;;5
4273;4054;;8;Sri Lanka;Katunayake Colombo;;Eng & Maint. Dept. peir build. BIA;;00;00;;;;;;;5
4272;1882;;;USA;North Miami Beach;FL;2079 N.E 155th street;33162;;;;;;;;;5
4271;4053;;9;France;ROISSY C.D.G CEDEX;;3 RUE DU TE-BAT 3442 AB-BP 10066;95723;0;0;;;;;;;
4270;3861;;;TURKEY;Istanbul;;ATATURK AIRPORT, Gate B Tesilkoy;;;;;;;;;;5
4269;4052;;4;;;;;;0;0;;;;;;;
4268;4051;;4;;;;;;0;0;;;;;;;
4267;4050;;4;USA;;;;;0;0;;;;;;;
4266;4049;;4;;;;;;0;0;;;;;;;
4265;4048;;7;;;;;;441773821252;441773821447;;;;;;;
4264;3505;;;USA;Bloomfield,;CT;110D West Dudley Town Road;06002;(860) 242-2442;(860) 242-2662;info@innodynesystems.com;;;;;;1
4263;3505;;;;;;;;;;;;;;;;
4262;4047;;4;Lebanon;Beirut;;"General Aviation Terminal - Hariri Int'l Airport; P.O. Box13-5051";565654;+961-1319-905;+961-3656-550;;;;Trans Mediterranean Airways (TMA);;;3
4261;4046;;4;;;;;;0;0;;;;;;;
4260;3684;;4;;;;;;;;;;7;;;;
4258;3809;;3;USA;;;;;;;;;;;;;
4257;4045;;1;;;;;;0;0;;;;;;;
4256;4044;;4;;;;;;0;0;;;;;;;
4255;4043;;1;USA;Livonia;MI;28919 W 7 Mile Road;48152;305-647-0273;305-764-0285;;;;;;;3
4254;4042;;1;;;;;;0;0;;;;;;;
4253;4041;;3;Malaysia;Subang Jaya, Selangor;;No.13-5, Jalan USJ 9/5Q,;47620;;;;;;"No.13-5, Jalan USJ 9/5Q,
Subang Business Center,
47620 Subang Jaya,
Selangor, Malaysia";;;
4252;4040;;4;;;;;;0;0;;;;;;;
4251;4039;;2;Sweden;;;;;2;2;;;;;;;
4250;4038;;8;;;;;;44;44;;;;;;;
4249;4037;;2;Kenya;Nairobi;;748 Plaza, Langata Road, POB 53012-00200;;2;2;;7;7;, Kenya acquired ex-Caribbean Star Dash 8-100 (268) from Bombardier Aerospace;;;3
4248;4036;;8;;;;;;32;32;;;;"Babcock & Brown Air) purchased two A319s (1378/1391; leased to US Airways) from RPK Capital.";;;
4247;4035;;3;;;;;;954-227-5166;954;;;;;;;
4246;2880;;;;;;;;;;;;;;;;
4245;4034;;1;USA;Sanford;FL;1143 E. 30 Street;32773;;;;;;;;;
4244;3131;;1;USA;FT LAUDERDALE;Florida;3200 West Prospect Rd Suite 140;33309;(954) 625-3102;954-625-3907;mdalton@aviall.com;;;wheel & brake shop Ft Lauderdale;;;5
4243;4033;;1;;;;;;954-497-0190;954-497-0100;;;;;;;
4242;4032;;2;Jordan;Amman;;;;96-265626005;96-265626001;;;17;;;;
4241;4031;;6;;;;;;0;0;;;;;;;
4240;4030;;2;UK;;;;;;;;;;;;;
4239;4029;;1;;;;;;305-622-4547;954-330-6368;;;;;;;
4238;3230;;;Ireland;Shannan Free Zone;;"C/O Clara Ireland
Unit 10/11 Distribution Centre";;35 3 61 474632;35 3 61 474800;;;;;;;12
4237;4028;;6;;;;;;44 (0)1202 597555;44 (0)1202 597597;;;;;;;
4236;1304;;2;;;;;;;;;;7;;;;
4235;4027;;1;USA;;;;;318;318.603.4900;;7;;COMPOSITE;;;
4234;3978;;3;Spain;;;;;;;;;;;;;
4233;4026;;8;France;;;;;01 49 02 27 41;(01) 49 02 20 00;;;;www.cofacescrl.com 77538000 atr42. AccordExpr for Invoice LESS then 10000 Eur;;;
4232;4025;;1;;;;;;44(0)1928 579626;44(0)1928 532600;;;;L/G OH + BRAK wheels;;;
4231;4024;;4;;;;;;718-228-6515;718-228-6515;;;;;;;
4229;4023;;1;United Arab Emirates;;;;;0;0;;7;7;;;;
4228;4022;;1;;Canada L4K 4Y2;;45 Corstate Ave Concord, ON;;905-660-1714;905-660-4462;;;;www.world-aviation.ca;;;
4227;4021;;3;USA;Carrolton;TX;1615 Diplomat Dr. Suite 100;75006;972-241-0073;972-241-1071;;;;;;;3
4226;4020;;3;USA;;;;;714-850-9168;714-986-5790;;;;;;;
4225;4019;;4;USA;Sunrise FL;;10301 NW 50th Street, Suite 103;33351;0;;;;;;;;3
4224;4013;;4;;;;;;0;0;;;;;;;
4223;4012;;1;USA;Dallas;TX;1235 Profit Drive.;75247;214-678-9984;1214-678-9976;;7;8;;;;3
4222;4011;;4;;;;;;0;0;;;;;;;
4220;4009;;3;;;;;;33298255168;33298255168;;;;Voice like Luka Ex BAX;;;
4219;4008;;1;;;;;;0;0;;;;RADOMS;;;
4218;4007;;9;;;;7429 N.W. 50 STREET;;305;305-591-3815;;;;;;;
4217;4006;;6;;;;;;39;39;;;;;;;
4216;4005;;2;Luxembourg;Bertrange;;2, rue Pletzer;L-8080;+352 26 34 00 51;+352 26 34 231;info@westair.lu;;14;atr72-200 msn 27 LX-WAB;;;
4215;3853;;2;Spain;;;;;;;;7;3;;;;3
4214;4004;;1;;;;;;0;0;;;;;;;
4213;3314;;;CURACAO,  Netherlands Antilles;WILLEMSTAD;;C/O SWISSPORT CARGO, HATO INTL AIRPORT;;;;;;;;;;3
4212;1258;;;USA;MIAMI;FL;"C/O TRANSWAY LOGISTIC 
2205, N.W. 70 AVENUE";33122;;;;;;;;;8
4211;4003;;4;;;;;;0;0;;;;;;;
4210;3934;;2;Mexico;Querétaro;;Acceso V. No. 106 Frac. Desarrollo Montaña 2000, Secc. III;76138;;;;6;8;Has power by the hour with Barfild and sabena. Trade Name  Regional Cargo;;;2
4209;4002;;1;;;;;;305-594-1842;305-594-7799;;;;;;;
4208;2825;;;UK;Bristol;;Brabazon Hgr. Filton Aerodrome, Golf lane;BS99 7AR;;;;;;;GB 891 718 389;;3
4207;4001;;4;;;;;;954;954-732-8772;;;;;;;
4206;4000;;4;Singapure;No.9 Airline RD. #02-25;Box 898 Changi airfreight center;QQ Gentrans Express PTE LTD;918114;6221-5663027;62-811157120;;;;;;;3
4205;3999;;2;;;;;;0;0;;;;;;;
4204;3998;;4;Jordan;Amman;;;;0;0;;;;;;;
4203;3997;;1;;;;;;44 161 928 4393;44 161 928 4989;;;;brakes@skywheelsgroup.co.uk;;;
4202;3996;;4;USA;;;;;0;0;;;;;;;
4201;3995;;6;;;;;;0;0;;;7;;;;
4200;3994;;4;;;;;;0;0;;;7;;;;
4199;3993;;4;serbia;;;;;3;3;;9;;;;;
4198;3992;;3;Canada;;;;;0;0;;;;;;;
4197;3944;;2;Dutch Caribbean;Oranjestad ARUBA;;Sabana Blanco 70-e, suite 6;;;;;;8;;;;3
4196;3991;;4;;;;;;800-450-3143;954-644-9877;;;;;;;
4195;3990;;1;Czech Republic;;;;;0;0;;;7;;;;
4194;3989;;1;;;;;;0;0;;;;;;;
4193;3988;;4;;;;;;0;0;;;;;;;
4192;3987;;1;;;;;;0;0;;;;;;;
4191;3986;;4;;;;;;0;0;;;;;;;
4190;3985;;2;Mongolia;Ulaanbaatar;;4F, 8 Zovkhis Building, Seoul Street;211213;(976-11)-314258;(976-11)-313689;feedback@eznis.com;;7;www.eznis.com;;;
4189;3984;;6;;;;;;04 50 65 32 91;04 50 65 30 00;;;;;;;
4188;3983;;4;;;;;;0;0;;;;;;;
4187;3982;;4;;;;;;0;0;;;;;;;
4186;3981;;4;;;;;;0;0;;;;;;;
4185;3980;;1;;;;;;49-8031-1878-78;49-8031-1878-0;;;;;;;
4184;3979;;1;;;;;;+8675526867371;86-755-26867375 26867376;;;;;;;
4182;3977;;1;;;;Vibæk Strandvej 9, Ebeltoft;8400;45 8752 1718;4587521717;;;;;;;
4181;2778;;;Finland;SEINAJOKI;;PO BOX 800;FIN-60101;;;;;;;;;2
4180;3976;;3;USA;;Boca Raton;;FL 33487;1-561-241-3604;1-561-241-3601;;;;;;;
4179;3975;;3;;;;;;520-878-0112;520-878-0105;;;;;;;
4178;3974;;4;;;;;;33;33 4.93.40.78.78;;;;;;;
4177;364;;2;USA;;NC;;;;;;;3;;;;6
4176;3933;;2;Lebanon;;;;;;;;;;;;;
4175;3581;;1;USA;Harbor city;CA;25930 Belle Porte Ave;90710;;310-891-0300;;7;4;;;;13
4174;3932;;3;France;;;;;;;;;;;;;
4173;3973;;4;;;;;;0;0;;;;;;;
4172;3972;;4;;;;;;0;0;;;;;;;
4171;3971;;1;UK;Hampshire;;Nevil Shute Road, Portsmouth;PO3 5RX;44 (0)23 92657771;44 (0)23 9265 7770;;;;Proptech is a trading division of CSE Bournemouth Limited;;;
4169;3970;;3;France;;;;;01-7079-0415;08-7796-2210;;;;;FR63489750786;;
4168;3969;;1;;;;;;0;0;;;;;;;
4167;3931;;9;France;;;;;;;;;;;;;
4166;3968;;4;;;;;;865-354-8443;-865-354-8442;;;;;;;
4165;3967;;2;;;;;;0;0;;;;;;;
4164;3966;;2;South Africa;;;;;+2711 659-1003;+2711 516-2324;;;;;;;
4163;3965;;2;;;;;;+33 (0)5.34.57.23.00;+33 (0)5.34.57.23.23;;;;Service des Avions Français InstrumentéS pour la Recherche en Environnement;;;
4162;3963;;2;Australia;;;;;;;;;3;Cairns, Australia purchased ex-Polynesian Airlines Dash 8-100;;;
4161;3962;;3;;;;;;704-6980310;704-6980305;;;;;;;
4160;3961;;3;;Valparaiso, In  46384;IN;;46384;219-477-2621;219-464-2716;bbolin@sage-popovich.com;;;;;;
4159;3960;;3;;;;;;61-299971083;61-299978166;;;;;;;
4158;796;;;France;Rue De pave Zone no6;Charles De Gaulles Airport;"PIA Cargo Manager
Pakistan International Airlines Corporation";;170070067;170070079;;;;;;;12
4157;3959;;2;;;;;;954-359-4380;954-332-0545;;;;;;;
4156;3958;;6;;;;;;0241 33 63 63;0241 33 63 40;;;;;;;
4155;3957;;4;USA;;;;;1;1;;;;;;;
4154;3956;;4;;;;;;949-722-6492;949-722-6392;;;;;;;
4153;3955;;6;;;;;;(330) 296-5532;(330) 296-9621;;;;;;;
4152;3954;;5;;;;;;1-305-234-0820;1-305-251-5710;;;;;;;
4151;3953;;4;Nepal;Kathmandu;;2/69, Sanepa, Lalitpur;;977-1-5554155;977-1-5554515;;;7;;;;3
4150;3952;;1;Brazil;;;;;55 11 5044 - 1057;55 11 5044 - 3423;junior@navyaerospace.com;7;3;www.navyaerospace.com // junior@navyaerospace.com;;;
4149;3951;;6;;;;;;1;1;;;;;;;
4148;3950;;3;;;;;;40 21 7450098;40 21 7450099;;;;;;;
4147;3949;;4;;;;;;55 11 5031 5341;55 11 5031 4993;;;;;;;
4146;3948;;2;Portugal;;;;;1;1;;;17;;;;
4145;3947;;1;;;;;;1;1;;;;;;;
4144;3946;;4;Singapore;#05-12 Ubi Centre;;57 Ubi Avenue 1;408936;65-67468006;65-67491009;;;;;;;
4143;3945;;10;;;;;;7;7;;;17;Ameco provides complete maintenance services for the entire fleet of Air China Limited;;;
4142;3943;;1;USA;;;;;305-891-9059;305-891-9048;;;;;;;
4141;3942;;3;;;;;;847-740-2251;847-740-2216;;;;;;;
4140;3941;;3;;;;;;1-305-255-8840;1-305-255-3988;;;;;;;
4139;3940;;3;;;;;;252-527-9107;252-526-9677;;;;;;;
4138;3939;;4;;;;;;901-396-0240;901-345-9800;;;;;;;
4137;1258;;;USA;2205 NW 70th Avenue Miami;FL;C/O Transway Logistic;;;;;;;;;;7
4136;2066;;;Sweden;Gistgardson;Nyland;Kramfors Solleftea Flygplats;870 52;;;;;;;;;10
4134;3938;;6;;;;;;44-1242-661-661;44-1242-673-333;;;;;;;
4133;2008;;1;;;;;;;;;;;;;;
4132;622;;;USA;Addison;TX;4726 George haddaway drive;75001;;;;;;;;;12
4131;3937;;4;;;;;;65-6561-9798;65-6561-5768;;;;;;;
4130;3936;;4;China;;;;;86-21-64263093;86-21-64261053;;;;;;;
4129;1947;;;UK;Matchams lane;Dorset;Bournemouth Int Airport C/O FR Aviation;BH236NE;;;;;;;;;12
4128;3935;;3;USA;;;;;7;7;;;;;;;
4127;3929;;10;;;;;;8;8;;;17;;;;
4126;2312;;;Australia;Garbutt;QLD;PO Box 7191;4814;TBA;1300 MACAIR;;;;;;;2
4125;3928;;4;USA;Henderson;Nevada;2657 Windmill Pkwy. Suite 341;89074;702-765-0456;702-765-0456;;;;;;;
4124;3927;;4;;;;;;4;4;;;;;;;
4123;3926;;4;;;;;;954-252-2471;954-304-7174;;;;;;;
4122;3925;;3;USA;;;;;973-779-4355;973-779-8122;;;;;;;
4121;3924;;4;;;;;;1;1;;;;;;;
4120;3923;;2;;;;;;1-206-812-9511;206) 812-9584;;;;;;;
4119;3922;;4;;;;;;8;818-509-8583;;;;;;;
4118;1054;;;Canada;Dorval;Quebec;"C/O Exeltec aerospace 
795 Stuart Graham North BLVD.";H4Y 1E9;;;;;;;;;12
4117;2772;;;Republic of Maldives;MALE;;P.O.Box 2079 GPO;;+960 323 161;+960 325 708;;;;;;;2
4116;3921;;3;;;;;;206-203-1711;561-707-3828;;;;cell 561-255-3316;;;
4115;3920;;4;Philippines;;;;;632-852-0508;632-833-3855;;;;;;;
4114;3919;;7;USA;;;;;;;;7;3;;;;6
4113;3918;;4;USA;;;;;612;612-386-4384;;;;;;;
4112;3917;;2;;;;;;390331301875;39;;;;;;;
4111;3916;;4;;;;;;58-212-976-5947;58-414-310-11-68;;;;;;;
4110;2025;;;China;Kwai Chaung, N.T;Hong Kong;C/O Hellmann ,Units 210, Hutchison- 18 Cont. Port Rd.South;;852 27954685;852 27975000;;;;Mr. Jimmy Cheung.;;;3
4109;3915;;3;;;;;;212-591-6354;866-762-3495;;;;;;;
4108;3914;;3;usa;;;;;p;p;;;;;;;
4107;3913;;4;;;;;;1;1;;;;;;;
4106;3912;;6;;;;;;949-975-0532;949-261-1717 (Ext. 11);;;;;;;
4105;3911;;4;;;;;;1;1;;;;;;;
4104;3910;;6;;;;;;1;1;;;;;;;
4103;3909;;4;;;;;;65-6476-3915;65-6476-3904;;;;;;;
4102;3908;;3;;;;;;305-949-9906;305-949-4644;;;;;;;
4101;3907;;4;Singapore;WCEGA Plaza;;1, Bukit Batok Crescent #07-09,;658064;65-6-234-2609;65-6-559-9591;;;;;;;3
4100;2066;;;Denmark;Hangar 302 CPH Airport, Dragoer;;C/O DAT Maintanence;DK-2791;;;;;;DK-6705 ESBJERG;;;11
4099;2047;;;Australia;ARCHERFIELD AIRPORT;QLD;Jetline Engineering, Hangar 6;4108;;;;;;;;;12
4098;277;;;The Netherlands;Zevenaar;;Hengelder 22;6902 PA;;31 316 59 21 50;;;;New address NedAero Components B.V.;;;5
4097;3906;;4;;;;;;1;1;;;;;;;
4096;3905;;4;;;;;;410-884 -7810;410-884 -1325;;;;;;;
4095;3904;;1;USA;Southlake;TX;1200 N. Kimball Ave.;76092;817 488 8918;817 481 8205;;7;4;;;;
4094;3903;;5;;;;;;33(0)1 64 11 30 64;33 (0)1 64 11 33 22;;;;"Company specialize in the planes insectiside staff 
Recommended by ATR";;;
4093;2214;;;USA;MIAMI;FL;"C/O Elena 
17530 NW 68th Avenue; Suite C-2003";33015;;;;;;;;;3
4092;3902;;2;;;;;;0034 649;34 649 47 30;;;;;;;
4091;3901;;4;Panama City Panama;;;;;2;1514-967 2227;;;;;;;
4090;2189;;;;;;;;;;;;;DBA AVCOM TECHNOLOGIES;;;
4089;3900;;3;;;;;;954;954;;;;;;;
4088;3899;;3;;;;;;513-463-0044;513-942-4541, Ext. 123;;;;;;;
4087;3898;;3;;;;;;445601163171;441753676628;;;;;;;
4086;3897;;4;;Doral;FL;10455 N.W. 37th Terrace;33178;305-513-0419;305-599-1108;;;;;;;3
4085;3896;;1;USA;Wellington;KS;411 N. West Road;67152;620-326-2999;620-326-2235;;;;;;;
4083;3894;;6;;;;;;1;1;;;;;;;
4082;2438;;;Pakistan;Islamabad;;Ground Floor, Saudi Pak Tower, Blue Area;44000,;+92-51-280 0173;+92-51-111 247 258;;;;;;;2
4081;3893;;3;USA;;;;;858-571-6072;858-571-7074;;;;;;;
4080;3892;;4;UK;;;"26 York Street
London,     W1U 6PZ";;44 207 788 9635;44 207 788;;8;;"http://www.worldairexpress.co.uk. Http://www.gfm-corp.com Registered in Nicosia
Cyprus";;;
4079;3791;;2;SPAIN;MADRID Aerop Barajas;;Logística, Centro de Carga Aérea N19;28042;+34 91 748 04 24;+34 91 748 04 11;logistics@aircomet.com;7;7;;ESA-81614489;;3
4078;3891;;4;;;;;;44 (0) 1342 314414;44 (0) 1342 314414;;;;;;;
4077;3890;;3;;;;;;954-796-3872;954-796-3056;;;;;;;
4076;3889;;4;China;;;;;1;1;;;;;;;
4075;511;;;France;Orly (Aeroport);;C/O MAG Servisair, Bat. 351 fret;94399;;01 49 75 91 41;;;;;FR73421393208;;12
4074;3888;;10;France;;FR;AERODROME MONTPELLIER MEDITERRANEE, Hangar Air Lit;34130;1;1;;;;;;;
4073;3887;;3;United Arab Emirates;DUBAI;FR;;34130;1;1;;;;;;;
4072;3886;;2;Cayman Island;;FR;;34130;1;1;;7;7;;;;
4071;3885;;10;;;FR;AERODROME MONTPELLIER MEDITERRANEE, Hangar Air Lit;34130;1;1;;;;;;;
4070;133;;;USA;Chandler;AZ;4340 W. Chandler Blvd., Suite 8;85226;;;;;;Satellite Sales Office;;;1
4069;133;;;USA;Walnut Ridge;AR;250 North Lear Road;72476;;;;;;Disassembly;;;5
4068;133;;;USA;Dacula;GA;3816 Coralberry Way;30019;;;;;;Satellite Office;;;9
4067;3884;;4;;;;;;1;1;;;;;;;
4066;3883;;4;;;;;;1;1;;;;;;;
4065;3882;;1;Brazil;;Rio do janeiro;Av. Bras de pina, 854 Gr. 302 Penha Circular;21221-060;55 21 3341 8144;55 21 3341 8127;;7;;;;;
4064;3881;;4;USA;PORT CHARLOTTE FL.;;19800 VETERANS BLVD. SUITE B5;33954;1;1;;;;;;;
4063;3880;;4;;;;;;1;1;;;;;;;
4062;3879;;12;;;;;;52;52;;;;ATR42/ESN 168 Purch by Magellan A/C services  & was sold to NTE and was TearDown at TYR Aviation;;;
4061;3878;;3;USA;;;;;305-418-1921;305-592-9522;;;;;;;
4060;3877;;5;;;;;;+44 1373823042;+44 1373823415;;;;;;;
4059;3876;;4;;;;;;3;305-620-4865;;;;;;;
4058;3875;;5;;;;;;99;11;;;;;;;
4057;3874;;4;France;;;;;33-4-490-910-109;33-4-490-435-656;;;;;;;
4056;3873;;6;;;;;;12;12;;;;;;;
4055;3872;;4;;;;;;305 681 4941;305 681 4877;;;;;;;
4054;3871;;4;USA;DAVIE;FL;4980SW 52nd St. Bay # 118;33314;954-791-9401;954-791-8511;;;;;;;
4053;3870;;4;USA;;;;;949-752-8757;949-752-5757;;;;;;;
4052;3869;;3;;;;;;407-540-9364;561-703-5034;;;;;;;
4051;3868;;4;;;;;;111;111;;;;;;;
4050;3867;;4;USA;;Miami;;;305-395;305-395-3201;;7;;;;;
4049;3866;;2;Portugal;;;;;222;111;;;7;;;;
4048;3865;;2;;;;;;&&;&&;;;;;;;
4047;3864;;4;;;;;;602;602-324-2931;;;;;;;
4046;2440;;;USA;Dorel;FL;Aviateca C/O Aviotrade INC.8004 NW 68TH St.;33166;;;;;;;;;12
