Part Number,,Cond,Qty In Stock,UM,Description,,W/H,Serial No.,,Reserved Qty,,,
2660608M2,,AR,1,EA,CHECK VALVE,,Boeing,33062A,,0,,,
2660608M2,,AR,1,EA,CHECK VALVE,,Boeing,32361A,,0,,,
2660608M2,,AR,1,EA,CHECK VALVE,,Boeing,32478A,,0,,,
2660608M2,,AR,1,EA,CHECK VALVE,,Boeing,33078A,,0,,,
2660608M2,,AR,1,EA,CHECK VALVE,,Boeing,32501A,,0,,,
270N2000-187,,AR,1,EA,BLOCK ASSY,,Boeing,N/A,,0,,,
5822-21,,SV,1,EA,POWER SUPPLY,,Airbus,N / A,,0,,,
271A7443-2,,AR,1,EA,VALVE ASSY,,Boeing,N/A,,0,,,
27-250,,AR,1,EA,THERMAL SWITCH,,Boeing,624,,0,,,
273A1401-2,,AR,1,EA,MANIFOLD ASSY,,Boeing,99240-0455,,0,,,
273A1401-2,,AR,1,EA,MANIFOLD ASSY,,Boeing,99240-0580,,0,,,
273A2310-1,,AR,1,EA,CYLINDER ASSY,,Boeing,4331,,0,,,
273A2310-1,,AR,1,EA,CYLINDER ASSY,,Boeing,4462,,0,,,
273A2310-1,,AR,1,EA,CYLINDER ASSY,,Boeing,4448,,0,,,
273A2310-1,,AR,1,EA,CYLINDER ASSY,,Boeing,4303,,0,,,
2-7462-3,,AR,1,EA,AUTO BRAKE SHUTTLE VALVE MODULE,,Boeing,14067,,0,,,
274N1051-3,,AR,1,EA,ACCUMULATOR ISOLAT VALVE,,Boeing,13628,,0,,,
274N1051-3,,AR,1,EA,ACCUMULATOR ISOLAT VALVE,,Boeing,13664,,0,,,
274N1051-3,,AR,1,EA,ACCUMULATOR ISOLAT VALVE,,Boeing,13297,,0,,,
276A3100-11,,AR,1,EA,HYD RES. ASSY,,Boeing,N/A,,0,,,
276A3100-11,,AR,1,EA,HYD RES. ASSY,,Boeing,100587930,,0,,,
276A3100-7,,AR,1,EA,HYDRAULIC RESERVOIR ASSY,,Boeing,100583579,,0,,,
276A3100-7,,AR,1,EA,HYDRAULIC RESERVOIR ASSY,,Boeing,N/A,,0,,,
277A6111-1,,AR,1,EA,WHEEL HUBCAP ASSY,,Boeing,NC1211,,0,,,
277A6111-1,,AR,1,EA,WHEEL HUBCAP ASSY,,Boeing,NC1210,,0,,,
2-7892-2,,AR,1,EA,SNUBBER,,Boeing,7496,,0,,,
2-7892-2,,AR,1,EA,SNUBBER,,Boeing,7323,,0,,,
2-7892-2,,AR,1,EA,SNUBBER,,Boeing,7315,,0,,,
2790475-103,,AR,1,EA,PRESSURE RELIEF VALVE,,Boeing,10691,,0,,,
2790482-102,,AR,1,EA,VALVE-FUEL VENT FLOAT,,Boeing,6629,,0,,,
2790482-102,,AR,1,EA,VALVE-FUEL VENT FLOAT,,Boeing,6440,,0,,,
2790482-102,,AR,1,EA,VALVE-FUEL VENT FLOAT,,Boeing,6444,,0,,,
2790482-102,,AR,1,EA,VALVE-FUEL VENT FLOAT,,Boeing,6638,,0,,,
2-8020-1,,AR,1,EA,HYDRAULIC FUSE,,Boeing,2823,,0,,,
2-8041-1,,AR,1,EA,HYDRAULIC FUSE ASSY,,Boeing,1412,,0,,,
2-8041-1,,AR,1,EA,HYDRAULIC FUSE ASSY,,Boeing,10,,0,,,
2-8041-1,,AR,1,EA,HYDRAULIC FUSE ASSY,,Boeing,61,,0,,,
2-8041-1,,AR,1,EA,HYDRAULIC FUSE ASSY,,Boeing,3697,,0,,,
2-8041-1,,AR,1,EA,HYDRAULIC FUSE ASSY,,Boeing,3706,,0,,,
2-8041-1,,AR,1,EA,HYDRAULIC FUSE ASSY,,Boeing,396,,0,,,
284A0173-3,,AR,1,EA,TAXI LIGHT  LH,,Boeing,N/A,,0,,,
284A0173-4,,AR,1,EA,TAXI LIGHT  RH,,Boeing,N/A,,0,,,
284A2211-10,,AR,1,EA,INTERPHONE SERVICE,,Boeing,N/A,,0,,,
284A2211-10,,AR,1,EA,INTERPHONE SERVICE,,Boeing,N/A,,0,,,
284A6807-4,,AR,1,EA,GROUND COMM. PANEL,,Boeing,N/A,,0,,,
285A1010-7,,AR,1,EA,STALL MANAGEMENT YAW DAMPER COMPUTER,,Boeing,D04808,,0,,,
285A1840-7,,AR,1,EA,MODULE ELECT METERS GALLERY POWER,,Boeing,D02269,,0,,,
285A1840-7,,AR,1,EA,MODULE ELECT METERS GALLERY POWER,,Boeing,D02414,,0,,,
285U0037-615,,AR,1,EA,RADIO COMM PANEL,,Boeing,D03361,,0,,,
285U0037-615,,AR,1,EA,RADIO COMM PANEL,,Boeing,D03363,,0,,,
285U0037-615,,AR,1,EA,RADIO COMM PANEL,,Boeing,D03364,,0,,,
286A7157-001,,AR,1,EA,NOSE ANT. CONN.,,Boeing,N/A,,0,,,
286A7159-002,,AR,1,EA,GLIDE SCOPE CABLE,,Boeing,N / A,,0,,,
286A7159-002,,AR,1,EA,GLIDE SCOPE CABLE,,Boeing,N / A,,0,,,
286A8157-001,,AR,1,EA,NOSE ANT. CONN.,,Boeing,N/A,,0,,,
286A8159-002,,AR,1,EA,GLIDE SCOPE CABLE,,Boeing,N / A,,0,,,
286A8159-002,,AR,1,EA,GLIDE SCOPE CABLE,,Boeing,N / A,,0,,,
286A8489-014,,AR,1,EA,WIRE BUNDLE,,Boeing,N/A,,0,,,
2A7206B,,AR,1,EA,MACH TRIM ACTUATOR,,Boeing,B2328,,0,,,
2EN19-RB,,AR,1,EA,MICRO SWITCH,,Boeing,N/A.,,0,,,
2EN19-RB,,AR,1,EA,MICRO SWITCH,,Boeing,N/A,,0,,,
2S2072,,AR,1,EA,SWING CHECK VALVE,,Boeing,15481,,0,,,
2S2566,,AR,1,EA,CHECK VALVE,,Boeing,13086,,0,,,
3000-46-27,,AR,1,EA,SWITCH,,Boeing,9499,,0,,,
3000-46-27,,AR,1,EA,SWITCH,,Boeing,9221,,0,,,
3000-46-27,,AR,1,EA,SWITCH,,Boeing,9470,,0,,,
3000-46-27,,AR,1,EA,SWITCH,,Boeing,9498,,0,,,
30128-51,,AR,1,EA,FUEL QTY PROC. UNIT,,Boeing,243,,0,,,
30189-0301,,AR,1,EA,PROCESSOR-FUEL QUANTITY,,Boeing,231,,0,,,
5912869-2,,SV,1,EA,TORQUE TUBE,,Embraer,4368,,0,,,
30189-0301,,AR,1,EA,PROCESSOR-FUEL QUANTITY,,Boeing,224,,0,,,
30283-0101,,AR,1,EA,PROTECTOR UNIT,,Boeing,549,,0,,,
30283-0101,,AR,1,EA,PROTECTOR UNIT,,Boeing,384,,0,,,
5912949-3,,SV,1,EA,TORQUE TUBE,,Embraer,2966,,0,,,
30490,,AR,1,EA,ACTUATOR,,Boeing,N/A,,0,,,
30490,,AR,1,EA,ACTUATOR,,Boeing,A09AN6R,,0,,,
30490,,AR,1,EA,ACTUATOR,,Boeing,9070,,0,,,
30490,,AR,1,EA,ACTUATOR,,Boeing,N/A,,0,,,
30490,,AR,1,EA,ACTUATOR,,Boeing,N/A,,0,,,
30571004-501,,AR,1,EA,AUDIO REPRODUCER UNIT (SSARU),,Boeing,260085,,0,,,
30571004-501,,AR,1,EA,AUDIO REPRODUCER UNIT (SSARU),,Boeing,260003,,0,,,
313A2110-15,,AR,1,EA,PYLON ACCESS PANEL,,Boeing,N/A,,0,,,
313A2110-16,,AR,1,EA,PYLON ACCESS PANEL,,Boeing,N/A,,0,,,
313A2110-16,,AR,1,EA,PYLON ACCESS PANEL,,Boeing,54216001,,0,,,
314-2200-17,,AR,1,EA,FAN COWL ASSY RH ENG POSITION #1,,Boeing,8649001,,0,,,
315-2,,AR,1,EA,TRIP REMINDER/COUNTER,,Boeing,45,,0,,,
315-2,,AR,1,EA,TRIP REMINDER/COUNTER,,Boeing,P7266,,0,,,
315A2295-219,,AR,1,EA,THRUST REVERSER,,Boeing,2267,,0,,,
315A2295-220,,AR,1,EA,THRUST REVERSER,,Boeing,2258,,0,,,
315A2295-221,,AR,1,EA,THRUST REVERSER,,Boeing,2249,,0,,,
315A2295-222,,AR,1,EA,THRUST REVERSER,,Boeing,2241,,0,,,
315A2295-233,,AR,1,EA,THRUST REVERSER LH ENG POSITION #1,,Boeing,2795,,0,,,
315A2295-700,,AR,1,EA,THRUST REVERSER RH ENG POSITION #1,,Boeing,2183,,0,,,
316565,,AR,1,EA,PRESSURE RELIEF VALVE,,Boeing,12664G,,0,,,
5912949-8,,SV,1,EA,TORQUE TUBE,,Embraer,3255,,0,,,
316565,,AR,1,EA,PRESSURE RELIEF VALVE,,Boeing,12675G,,0,,,
316565,,AR,1,EA,PRESSURE RELIEF VALVE,,Boeing,12812G,,0,,,
316565,,AR,1,EA,PRESSURE RELIEF VALVE,,Boeing,12833G,,0,,,
3202096-2,,AR,1,EA,CHECK VALVE,,Boeing,8984,,0,,,
3202096-2,,AR,1,EA,CHECK VALVE,,Boeing,9116,,0,,,
321942-1-1,,AR,1,EA,S/O CONTROL VALVE,,Boeing,11384,,0,,,
33D01300-6,,AR,1,EA,WAVE GUIDE SWITCH,,Boeing,184,,0,,,
34265-8,,AR,1,EA,COCKPIT LIGHT,,Boeing,N/A,,0,,,
34265-8,,AR,1,EA,COCKPIT LIGHT,,Boeing,N7334,,0,,,
5913016-5,,SV,1,EA,POWER SUPPLY MODULE SPDA,,Embraer,242855-F0056,,0,,,
343A2151-1,,AR,1,EA,TUBE ASSY,,Boeing,N/A,,0,,,
343A2151-2,,AR,1,EA,TUBE ASSY,,Boeing,N/A,,0,,,
5913148-3,,SV,1,EA,TRU TRASFORMER RECTIFIER UNIT,,Embraer,240698-368,,0,,,
343A2161-13,,AR,1,EA,TUBE ASSY,,Boeing,N/A,,0,,,
343A2161-14,,AR,1,EA,TUBE ASSY,,Boeing,N/A,,0,,,
344A2104-1,,AR,1,EA,FUEL TUBE ASSY,,Boeing,N/A,,0,,,
344A2801-2,,AR,1,EA,REFUEL CONTROL PANEL,,Boeing,D02229,,0,,,
35200007-1A,,AR,1,EA,TEE CHECK VALVE,,Boeing,4009,,0,,,
3530-0305-01,,AR,1,EA,COFFEE POT,,Boeing,N/A,,0,,,
354A4000-12,,AR,1,EA,APU EXHAUST,,Boeing,454493,,0,,,
35594-4-255,,AR,1,EA,ELEMENT-SENSING,,Boeing,N / A,,0,,,
35594-4-255,,AR,1,EA,ELEMENT-SENSING,,Boeing,N / A,,0,,,
355A5340-2,,AR,1,EA,APU FIRE CONT. PANEL,,Boeing,N/A,,0,,,
355A5340-7,,AR,1,EA,"VALVE, 3 WAY",,Boeing,D02282,,0,,,
3669,,AR,1,EA,SMOKE DETECTOR PANEL,,Boeing,N/A,,0,,,
3810056-106,,AR,1,EA,MODULE ASSY VALVE MODULE THRUST,,Boeing,8727,,0,,,
3810056-106,,AR,1,EA,MODULE ASSY VALVE MODULE THRUST,,Boeing,8739,,0,,,
381200-1001,,AR,1,EA,P.C.U.,,Boeing,2931,,0,,,
5913840,,SV,1,EA,UNIT-FLAP/SLAT PSU POSITION SENSOR UNIT,,Embraer,A1794,,0,,,
381800-1005,,AR,1,EA,ACTUATOR L/E SLAT,,Boeing,21173,,0,,,
381800-1005,,AR,1,EA,ACTUATOR L/E SLAT,,Boeing,21182,,0,,,
381800-1005,,AR,1,EA,ACTUATOR L/E SLAT,,Boeing,21147,,0,,,
381800-1005,,AR,1,EA,ACTUATOR L/E SLAT,,Boeing,21155,,0,,,
381800-1005,,AR,1,EA,ACTUATOR L/E SLAT,,Boeing,21172,,0,,,
381800-1005,,AR,1,EA,ACTUATOR L/E SLAT,,Boeing,21149,,0,,,
381800-1005,,AR,1,EA,ACTUATOR L/E SLAT,,Boeing,21171,,0,,,
381800-1005,,AR,1,EA,ACTUATOR L/E SLAT,,Boeing,21180,,0,,,
381800-1005,,AR,1,EA,ACTUATOR L/E SLAT,,Boeing,20615,,0,,,
381800-1005,,AR,1,EA,ACTUATOR L/E SLAT,,Boeing,20603,,0,,,
381800-1005,,AR,1,EA,ACTUATOR L/E SLAT,,Boeing,20617,,0,,,
381800-1005,,AR,1,EA,ACTUATOR L/E SLAT,,Boeing,20588,,0,,,
381800-1005,,AR,1,EA,ACTUATOR L/E SLAT,,Boeing,20578,,0,,,
382000-1001,,AR,1,EA,ACTUATOR,,Boeing,8867,,0,,,
382000-1001,,AR,1,EA,ACTUATOR,,Boeing,9087,,0,,,
382000-1001,,AR,1,EA,ACTUATOR,,Boeing,9142,,0,,,
601E0100-539,,OH,1,EA,THRUST REVERSER LH ASSY-LH WING,,Embraer,MR-EL-0744,,0,,,
382000-1001,,AR,1,EA,ACTUATOR,,Boeing,9147,,0,,,
601E0100-540,,OH,1,EA,THRUST REVERSER RH ASSY-LH WING,,Embraer,MR-ER-0748,,0,,,
382000-1001,,AR,1,EA,ACTUATOR,,Boeing,9144,,0,,,
382000-1001,,AR,1,EA,ACTUATOR,,Boeing,8857,,0,,,
382000-1001,,AR,1,EA,ACTUATOR,,Boeing,8855,,0,,,
39-353,,AR,1,EA,ANTI-SKID VALVE,,Boeing,31526,,0,,,
602-3375,,SV,1,EA,DYNAMIC MICROPHONE,,Embraer,1010110,,0,,,
39-353,,AR,1,EA,ANTI-SKID VALVE,,Boeing,16228,,0,,,
39-353,,AR,1,EA,ANTI-SKID VALVE,,Boeing,32051,,0,,,
39-353,,AR,1,EA,ANTI-SKID VALVE,,Boeing,13262,,0,,,
39-353,,AR,1,EA,ANTI-SKID VALVE,,Boeing,32044,,0,,,
39-353,,AR,1,EA,ANTI-SKID VALVE,,Boeing,36409,,0,,,
39-353,,AR,1,EA,ANTI-SKID VALVE,,Boeing,31203,,0,,,
39-353,,AR,1,EA,ANTI-SKID VALVE,,Boeing,32020,,0,,,
39-353,,AR,1,EA,ANTI-SKID VALVE,,Boeing,16521,,0,,,
394100-1003,,AR,1,EA,VALVE-LE SHUTOFF,,Boeing,4581,,0,,,
394100-1003,,AR,1,EA,VALVE-LE SHUTOFF,,Boeing,4596,,0,,,
60-4983-3,,SV,1,EA,POWER SUPPLY,,Boeing,9410,,0,,,
60-5127-1,,SV,1,EA,POWER SUPPLY,,Embraer,1478,,0,,,
402-167,,AR,1,EA,"SWITCH, SPDT COAXIAL",,Boeing,16511,,0,,,
402-167,,AR,1,EA,"SWITCH, SPDT COAXIAL",,Boeing,15648,,0,,,
402-167,,AR,1,EA,"SWITCH, SPDT COAXIAL",,Boeing,15657,,0,,,
4041-18,,AR,1,EA,"BIN LIGHT 18""",,Boeing,40017,,0,,,
4041-18,,AR,1,EA,"BIN LIGHT 18""",,Boeing,40021,,0,,,
60-5174-1,,SV,1,EA,"POWER SUPPLY, DUAL STROBE",,Embraer,1603,,1,,,
4041-18,,AR,1,EA,"BIN LIGHT 18""",,Boeing,40012,,0,,,
4041-18,,AR,1,EA,"BIN LIGHT 18""",,Boeing,40013,,0,,,
4041-24,,AR,1,EA,LIGHT ASSY,,Boeing,40081,,0,,,
4041-24,,AR,1,EA,LIGHT ASSY,,Boeing,40084,,0,,,
4041-48,,AR,1,EA,"BIN LIGHT 48""",,Boeing,44204,,0,,,
607400-1-1,,SV,1,EA,TEMP SELECTOR,,Boeing,607400-08982,,0,,,
607400-1-1,,SV,1,EA,TEMP SELECTOR,,Boeing,607400-09000,,0,,,
4041-48,,AR,1,EA,"BIN LIGHT 48""",,Boeing,44194,,0,,,
607510-3,,SV,1,EA,35 DEGREE TEMP CONTROL,,Boeing,607510-11429,,0,,,
4041-70,,AR,1,EA,LIGHT ASSY,,Boeing,50477,,0,,,
4041-70,,AR,1,EA,LIGHT ASSY,,Boeing,50472,,0,,,
4041-70,,AR,1,EA,LIGHT ASSY,,Boeing,50467,,0,,,
607518-2,,SV,1,EA,RAM AIR CONTROL,,Boeing,607518-07999,,0,,,
4041-70,,AR,1,EA,LIGHT ASSY,,Boeing,50471,,0,,,
4082730-901,,AR,1,EA,"CONTROL PANEL, EFIS CDS",,Boeing,32291119,,0,,,
4082730-901,,AR,1,EA,"CONTROL PANEL, EFIS CDS",,Boeing,32294490,,0,,,
4086850-924,,AR,1,EA,DISPLAY UNIT-FLAT PANEL,,Boeing,32119566,,0,,,
4086850-924,,AR,1,EA,DISPLAY UNIT-FLAT PANEL,,Boeing,32129192,,0,,,
4101054,,AR,1,EA,FAN - EQUIP COOLING,,Boeing,12146,,0,,,
411A2810-4,,AR,1,EA,OVERWING EMER EXIT LIGHT ASSY,,Boeing,N/A,,0,,,
411A2810-4,,AR,1,EA,OVERWING EMER EXIT LIGHT ASSY,,Boeing,N/A,,0,,,
60-755100-5,,OH,1,EA,MOTOR-FUEL BOOST PUMP,,Boeing,20736218,,0,,,
60-755100-5,,OH,1,EA,MOTOR-FUEL BOOST PUMP,,Boeing,20736216,,0,,,
60-755100-5,,AI,1,EA,MOTOR-FUEL BOOST PUMP,,Boeing,20736221,,0,,,
411A2870-10,,AR,1,EA,OVERWING HATCH HEATER ASSY,,Boeing,N/A,,0,,,
411A2870-7,,AR,1,EA,OVERWING HATCH HEATER ASSY,,Boeing,N/A,,0,,,
411A2870-8,,AR,1,EA,OVERWING HATCH HEATER ASSY,,Boeing,N/A,,0,,,
411A2870-9,,AR,1,EA,OVERWING HATCH HEATER ASSY,,Boeing,N/A,,0,,,
411N1210-1115B,,AR,1,EA,SIDEWALL PANEL,,Boeing,N / A,,0,,,
411N1210-1116B,,AR,1,EA,SIDEWALL PANEL,,Boeing,N / A,,0,,,
411N1210-1117B,,AR,1,EA,SIDEWALL PANEL,,Boeing,N/A,,0,,,
411N1210-827C,,AR,1,EA,SIDEWALL PANEL,,Boeing,N / A,,0,,,
411N1210-829C,,AR,1,EA,SIDEWALL PANEL,,Boeing,N / A,,0,,,
4163DA,,AR,1,EA,L/E CONTROL VALVE,,Boeing,6793,,0,,,
417A2093-2,,AR,1,EA,MAST ASSY - DRAIN,,Boeing,N/A,,0,,,
417A6110-157L,,AR,1,EA,ATTENDANT PANEL ASSY,,Boeing,D04311,,0,,,
417A6110-157L,,AR,1,EA,ATTENDANT PANEL ASSY,,Boeing,D04491,,0,,,
417A6110-68L,,AR,1,EA,ATTENDANT PANEL ASSY,,Boeing,D04481,,0,,,
417N3026-4A,,AR,1,EA,PANEL ASSY,,Boeing,N/A,,0,,,
417N3045-13A,,AR,4,EA,PANEL ASSY,,Boeing,N / A,,0,,,
417N3045-13A,,AR,5,EA,PANEL ASSY,,Boeing,N / A,,0,,,
417N3045-13A,,AR,4,EA,PANEL ASSY,,Boeing,N / A,,0,,,
417N3045-14A,,AR,5,EA,PANEL ASSY,,Boeing,N / A,,0,,,
417N3045-14A,,AR,5,EA,PANEL ASSY,,Boeing,N / A,,0,,,
417N3045-17A,,AR,1,EA,PANEL ASSY,,Boeing,N / A,,0,,,
417N3045-18A,,AR,1,EA,PANEL ASSY,,Boeing,N / A,,0,,,
417N3045-20A,,AR,6,EA,PANEL ASSY,,Boeing,N / A,,0,,,
417N3045-20A,,AR,6,EA,PANEL ASSY,,Boeing,N / A,,0,,,
417N3045-20A,,AR,5,EA,PANEL ASSY,,Boeing,N / A,,0,,,
417N3045-20A,,AR,5,EA,PANEL ASSY,,Boeing,N / A,,0,,,
417N3045-20A,,AR,5,EA,PANEL ASSY,,Boeing,N / A,,0,,,
1551246,,SV,1,EA,FLOW REGULATOR VALVE,,Boeing,2735B,,0,,,
417N3045-20A,,AR,5,EA,PANEL ASSY,,Boeing,N / A,,0,,,
417N3045-20A,,AR,5,EA,PANEL ASSY,,Boeing,N / A,,0,,,
417N3045-20A,,AR,5,EA,PANEL ASSY,,Boeing,N / A,,0,,,
417N3045-22A,,AR,1,EA,PANEL ASSY,,Boeing,N / A,,0,,,
417N3045-23A,,AR,1,EA,PANEL ASSY,,Boeing,N / A,,0,,,
419300-1003,,AR,1,EA,PCU,,Boeing,419300-02187,,0,,,
42D8331,,AR,1,EA,AXE,,Boeing,N / A,,0,,,
622-5130-802,,SV,1,EA,WX RADAR CONTROL PANEL,,Boeing,16L5KP,,0,,,
622-5133-007,,SV,1,EA,WXR MOUNT,,Boeing,16GD43,,0,,,
622-5133-007,,SV,1,EA,WXR MOUNT,,Boeing,16GD44,,0,,,
622-5135-201,,SV,1,EA,ANTENNA DRIVE,,Airbus,4929,,0,,,
622-5136-802,,SV,1,EA,WX RADAR ANTENNA DRIVE,,Boeing,16GFCM,,0,,,
43885001,,AR,1,EA,OZONE CONVERTER,,Boeing,6867,,0,,,
43885001,,AR,1,EA,OZONE CONVERTER,,Boeing,6857,,0,,,
43885001,,AR,1,EA,OZONE CONVERTER,,Boeing,6837,,0,,,
4394916,,AR,1,EA,LIGHT ASSY,,Boeing,N/A,,0,,,
4394916,,AR,1,EA,LIGHT ASSY,,Boeing,N/A,,0,,,
4510-42UG-00,,AR,1,EA,COFFEE MAKER,,Boeing,244828623,,0,,,
4510-42UG-00,,AR,1,EA,COFFEE MAKER,,Boeing,379406403,,0,,,
453A2910-19,,AR,1,EA,WASTE DRAIN/ LOGIC CONT. PANEL,,Boeing,N/A,,0,,,
622-8973-001,,OH,1,EA,TCAS ANTENNA,,Boeing,2FG9D,,0,,,
622-8973-001,,OH,1,EA,TCAS ANTENNA,,Boeing,2FG9C,,0,,,
622-8973-001,,AI,1,EA,TCAS ANTENNA,,Boeing,2FK2K,,0,,,
4551,,AR,1,EA,"BULB, TAXI",,Boeing,N / A,,0,,,
1009379,,AR,1,EA,NIPPLE CHECK VALVE ASSY,,Boeing,N/A,,0,,,
1009379,,AR,1,EA,NIPPLE CHECK VALVE ASSY,,Boeing,N/A,,0,,,
473597-5,,AR,1,EA,SMOKE DETECTOR,,Boeing,34418,,0,,,
473597-5,,AR,1,EA,SMOKE DETECTOR,,Boeing,34195,,0,,,
473597-5,,AR,1,EA,SMOKE DETECTOR,,Boeing,34285,,0,,,
473925,,AR,1,EA,CARGO ELECTRONIC UNIT,,Boeing,9920,,0,,,
474080,,AR,1,EA,CARGO BAY EXTINGUISER MONITOR,,Boeing,147,,0,,,
474080,,AR,1,EA,CARGO BAY EXTINGUISER MONITOR,,Boeing,149,,0,,,
4E3206-13,,AR,1,EA,HEATER ASSY,,Boeing,2261,,0,,,
1153893,,AR,1,EA,SHUTTLE VALVE,,Boeing,12310,,0,,,
1153893,,AR,1,EA,SHUTTLE VALVE,,Boeing,12320,,0,,,
1153893,,AR,1,EA,SHUTTLE VALVE,,Boeing,12332,,0,,,
1153893,,AR,1,EA,SHUTTLE VALVE,,Boeing,12318,,0,,,
1153893,,AR,1,EA,SHUTTLE VALVE,,Boeing,11989,,0,,,
1154289,,AR,1,EA,"VALVE ASSY -  HYDRAULIC, SHUTTLE",,Boeing,3033,,0,,,
1184118,,AR,1,EA,COCKPIT LOUDSPEAKER,,Boeing,9013,,0,,,
548384-1,,AR,1,EA,SENSOR,,Boeing,548384-18217,,0,,,
1633732,,SV,1,EA,HYDRAULIC FLOW REGULATOR,,Boeing,4519,,0,,,
548384-1,,AR,1,EA,SENSOR,,Boeing,548384-18162,,0,,,
548384-1,,AR,1,EA,SENSOR,,Boeing,548384-18106,,0,,,
548384-1,,AR,1,EA,SENSOR,,Boeing,548384-18154,,0,,,
548388-1,,AR,1,EA,SENSOR,,Boeing,548388-17078,,0,,,
548388-1,,AR,1,EA,SENSOR,,Boeing,548388-17083,,0,,,
64050-866-1,,SV,1,EA,INDICATOR AIRSPEED,,Airbus,Q09745006073,,0,,,
575-206-222,,AR,1,EA,CABLE ASSY,,Boeing,N/A,,0,,,
575-206-222,,AR,1,EA,CABLE ASSY,,Boeing,N/A,,0,,,
601R120164-2,,AR,1,EA,LEADING EDGE,,Boeing,N/A,,0,,,
60-4983-3,,AR,1,EA,POWER SUPPLY,,Boeing,9475,,0,,,
60-4983-3,,AR,1,EA,POWER SUPPLY,,Boeing,9457,,0,,,
60-4983-3,,AR,1,EA,POWER SUPPLY,,Boeing,9822,,0,,,
60-4983-3,,AR,1,EA,POWER SUPPLY,,Boeing,9831,,0,,,
60-4983-3,,AR,1,EA,POWER SUPPLY,,Boeing,9816,,0,,,
60-4983-3,,AR,1,EA,POWER SUPPLY,,Boeing,9858,,0,,,
60-4983-3,,AR,1,EA,POWER SUPPLY,,Boeing,9462,,0,,,
606515-1,,AR,1,EA,"CHECK, VALVE",,Boeing,7794,,0,,,
606515-1,,AR,1,EA,"CHECK, VALVE",,Boeing,7955,,0,,,
607400-1-1,,AR,1,EA,TEMP SELECTOR,,Boeing,607400-09009,,0,,,
645172-2,,OH,1,EA,VACUUM WASTE BLOWER,,Boeing,645172-1269,,0,,,
64882-206-1,,SV,1,EA,INDICATOR-BRAKE PRESSURE,,Airbus,855,,0,,,
607400-1-1,,AR,1,EA,TEMP SELECTOR,,Boeing,039C-7196,,0,,,
65-16323-31,,OH,1,EA,WINDSHIELD ASSY L/H #3,,Boeing,00031 04-10,,0,,,
607510-3,,AR,1,EA,35 DEGREE TEMP CONTROL,,Boeing,607510-11421,,0,,,
65-16323-34,,AI,1,EA,WINDOW #3 FIXED,,Boeing,0006604-14,,0,,,
607518-2,,AR,1,EA,RAM AIR CONTROL,,Boeing,607518-08094,,0,,,
607518-2,,AR,1,EA,RAM AIR CONTROL,,Boeing,607518-08088,,0,,,
607518-2,,AR,1,EA,RAM AIR CONTROL,,Boeing,607518-08035,,0,,,
65-17821-21,,SV,1,EA,MODULAR PACKGE ASSY,,Boeing,A0031885,,0,,,
65-44681-18,,SV,1,EA,MODULAR ASSEMBLY,,Boeing,A0030753,,0,,,
60-75502,,AR,1,EA,HOUSING,,Boeing,20736182,,0,,,
60-75502,,AR,1,EA,HOUSING,,Boeing,20736189,,0,,,
60-75502,,AR,1,EA,HOUSING,,Boeing,90635165,,0,,,
60-75502,,AR,1,EA,HOUSING,,Boeing,100635502,,0,,,
60-75502,,AR,1,EA,HOUSING,,Boeing,100635504,,0,,,
60-75502,,AR,1,EA,HOUSING,,Boeing,20736196,,0,,,
65-44891-8,,SV,1,EA,MODULAR PACKAGE ASSY,,Boeing,A0020223,,0,,,
60-75502,,AR,1,EA,HOUSING,,Boeing,20736237,,0,,,
60-755100-5,,AR,1,EA,MOTOR-FUEL BOOST PUMP,,Boeing,100635452,,0,,,
60-98907,,AR,1,EA,MOTOR IMP. HOUSING,,Boeing,2076832,,0,,,
65-44981-6,,OH,1,EA,GRD SERV MODULAR PACKAGE,,Boeing,A0029054,,0,,,
60-98907,,AR,1,EA,MOTOR IMP. HOUSING,,Boeing,11066694,,0,,,
60-98907,,AR,1,EA,MOTOR IMP. HOUSING,,Boeing,11066698,,0,,,
60-98907,,AR,1,EA,MOTOR IMP. HOUSING,,Boeing,2076846,,0,,,
60-989100-5,,AR,1,EA,FUEL PUMP,,Boeing,110607364,,0,,,
60-989100-5,,AR,1,EA,FUEL PUMP,,Boeing,20707577,,0,,,
65-84209-21,,SV,1,EA,AUTO SPEED BRAKE CONTROL,,Boeing,D04387,,0,,,
1534325,,AR,1,EA,HYD FLUID LEVEL INDICATOR,,Boeing,N/A,,0,,,
1551246,,AR,1,EA,FLOW REGULATOR VALVE,,Boeing,2812B,,0,,,
617166-1,,AR,1,EA,SENSOR - RAM AIR,,Boeing,617166-15352,,0,,,
65C25465-23,,OH,1,EA,ELEV FEEL & CENTERING UNIT,,Boeing,3884,,0,,,
65C25465-23,,SV,1,EA,ELEV FEEL & CENTERING UNIT,,Boeing,3813,,0,,,
65C26864-3,,OH,1,EA,O/B GRD SPOILER ACTUATOR,,Boeing,EFS07903,,0,,,
617166-1,,AR,1,EA,SENSOR - RAM AIR,,Boeing,617166-15348,,0,,,
617166-1,,AR,1,EA,SENSOR - RAM AIR,,Boeing,617166-15432,,0,,,
617166-1,,AR,1,EA,SENSOR - RAM AIR,,Boeing,617166-15453,,0,,,
