Fld_Part_ID;Fld_Part_Nbr;FLD_PART_DESC;NHA (Next Higher Assy);Fld_Part_MFG;Fld_Part_MFG_Old;Fld_AC_ID;Fld_AC_ID;Fld_Old_LP;Fld_Part_List_Price;Fld_Part_Price_Currency_ID;Fld_Part_LP_Date;Fld_Remark;status;alt_pn;Fld_Add_PN_Date;aci_contact_entry;ata_chapter;CAGE#;"Essentiality Category, 1=1; 2= 2 3= 3";OEM;MOQ
;NAS1057T3-123;SPACER;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1057T8-025;SPACER;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1057T8-025;SPACER;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1057W5-044;NUT;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1068A04;NUT;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1068C4;NUT;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1068X08;LOCKNUT;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1081-3D4L;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1090-3;HOOK;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-1-20;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-1-3;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-1-3;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-1-4;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-1-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-1-6;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-1-7;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-1-8;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-1-9;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-10;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-10;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-11;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-11;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-12;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-12;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-13;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-44;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-44;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-15;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-20;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-3;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-30;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-33;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-6;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-2-7;SCREW MACHINE;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-10;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-10;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-11;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-13;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-44;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-15;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-17;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-18;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-2;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-21;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-23;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-24;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-24;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-25;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-26;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-28;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-29;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-3;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-30;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-33;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-34;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-36;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-37;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-4;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-50;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-6;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-6;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-7;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-8;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1096-3-9;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097-4AD8;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD3-10;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD3-12;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD3-12-KG;RIVET PER KG;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD3-4;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD3-8;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD4-10;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD4-10;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD4-11;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD4-11;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD4-12;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD4-12;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD4-12;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD4-16;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD4-16;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD4-18;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD4-18;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD4-3;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD4-4-5;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD4-6;RIVET  REV:9;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD4-7;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-44;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-44;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-15;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-15;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-16;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-3A;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-3A;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-4;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-4;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-5;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-5;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-5-5;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-6;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-6;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-6;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-6-5;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-6A;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-8;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD5-9;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD6-12;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD6-12;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD6-16;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD6-16;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD6-6;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD6-6;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD6-7;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097AD8-12;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097B3-5;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097B4-11;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097D5-10;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097DD5-15;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097DD5-8;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097DD5-8;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097DD5-8;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097DD6-44;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097DD6-44;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097DD6-6;RIVET;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1097U5-44;RIVET  1 LB;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-02-3;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-02-4;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-02-6;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-02-8;TBA;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-04-44;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-04-3;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-04-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-04-6;SCREW MACHINE;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-06-07;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-06-12;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-06-13;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-06-3;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-06-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-06-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-06-7;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-08-10;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-08-16;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-08-3;BOLT;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-08-6;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-08-8;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-08-9;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-3-10;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-3-11;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-3-11;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-3-12;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-3-18;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-3-20;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-3-24;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-3-26;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-3-26;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-3-28;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-3-4;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-3-7;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-3-7;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-3-8;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-4-10;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-4-11;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-4-44;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-4-4;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-4-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-4-6;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-4-6;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-4-7;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100-6-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100C4-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E02-6;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E04-5;SREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E04-6;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E06-10;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E06-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E06-7;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E06-8;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E08-10;BOLT;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E08-4;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E08-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E08-8;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E3-44;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E3-16;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E3-22;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E3-32;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E3-4;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E3-4;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E3-4;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E3-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E4-10;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E4-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E4-6;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E4-7;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1100E6-8;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-01-3;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-04-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-06-10;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-08-10;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-08-16;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-08-4;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-08-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-08-6;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-08-8;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-3-10;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-3-11;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-3-12W;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-3-44;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-3-17;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-3-22;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
;NAS1101-3-5;SCREW;;;;12;;;;;;TOULOUSES AIR PARES CATALOG - ATR/AIRBUS;;;;;;;;;
