Part Number;Description;Category;Qty In Stock;UM;Cond
190-38651-408;SPOILER2 ASSY;Embraer 190;1;EA;AR
190-38651-408;SPOILER2 ASSY;Embraer 190;1;EA;AR
190-38701-407;SPOILER3 ASSY,LH;Embraer 190;1;EA;AR
190-38701-407;SPOILER3 ASSY,LH;Embraer 190;1;EA;AR
190-38729-407;SPOILER3 ASSY,RH;Embraer 190;1;EA;AR
190-38729-407;SPOILER3 ASSY,RH;Embraer 190;1;EA;AR
190-38731-407;SPOILER4 ASSY,LH;Embraer 190;1;EA;AR
190-38731-407;SPOILER4 ASSY,LH;Embraer 190;1;EA;AR
190-38759-407;SPOILER4 ASSY,RH;Embraer 190;1;EA;AR
190-38759-407;SPOILER4 ASSY,RH;Embraer 190;1;EA;AR
190-38761-407;SPOILER5 ASSY,LH;Embraer 190;1;EA;AR
190-38761-407;SPOILER5 ASSY,LH;Embraer 190;1;EA;AR
190-38789-407;SPOILER5 ASSY,RH;Embraer 190;1;EA;AR
190-38789-407;SPOILER5 ASSY,RH;Embraer 190;1;EA;AR
190-38801-405;AILERON ASSY,LH;Embraer 190;1;EA;AR
190-38801-405;AILERON ASSY,LH;Embraer 190;1;EA;AR
190-38801-406;AILERON ASSY,RH;Embraer 190;1;EA;AR
190-38801-406;AILERON ASSY,RH;Embraer 190;1;EA;AR
190-39390-405;DOOR ASSY;;1;EA;AR
190-39390-406;DOOR ASSY;;1;EA;AR
190-39470-411;DOOR ASSY;;1;EA;AR
190-39470-411;DOOR ASSY;;1;EA;AR
190-39470-412;DOOR ASSY;;1;EA;AR
190-39470-412;DOOR ASSY;;1;EA;AR
190-45412-401;PSU;Embraer 190;1;EA;AR
190-45413-401;PSU;Embraer 190;1;EA;AR
190-45451-401;FILLER O/W EXIT PANEL ASSY;Embraer 190;1;EA;AR
190-55161-403;LH WAI TELESCOPIC DUCT;Embraer 190;1;EA;AR
190-55163-403;RH WAI TELESCOPIC DUCT;Embraer 190;1;EA;AR
190-62062-411;ELEVATOR COMPLETION;Embraer 190;1;EA;AR
190-62062-412;ELEVATOR COMPLETION;Embraer 190;1;EA;AR
190-62062-413;ELEVATOR L/H;Embraer 190;1;EA;AR
190-62062-414;ELEVATOR R/H;Embraer 190;1;EA;AR
190-70200-401;MLG SIDE STAY;Embraer 190;1;EA;SV
190-70200-402;MLG SIDE STAY;;1;EA;SV
190-70250-409;MLG LOCKING STAY;Embraer 190;1;EA;SV
190-70250-409;MLG LOCKING STAY;Embraer 190;1;EA;SV
190-70300-401;SPRING;Embraer 190;1;EA;SV
190-70300-401;SPRING;Embraer 190;1;EA;SV
190-70300-401;SPRING;Embraer 190;1;EA;SV
190-70300-401;SPRING;Embraer 190;1;EA;SV
190-70550-403;NLG DRAG BRACE ASSY;Embraer 190;1;EA;SV
190-70650-401;NLG LOCKING STAY;Embraer 190;1;EA;SV
190-70745-611;NLG SHOCK STRUT;Embraer 190;1;EA;SV
190-71100-405;DOWNLOCK REALEASE ACTUATOR MLG;Embraer 190;1;EA;AR
190-71100-405;DOWNLOCK REALEASE ACTUATOR MLG;Embraer 190;1;EA;AR
190-71100-405;DOWNLOCK REALEASE ACTUATOR MLG;Embraer 190;1;EA;SV
190-71100-405;DOWNLOCK REALEASE ACTUATOR MLG;Embraer 190;1;EA;AR
190-71341-403;MECHANISM;Embraer 190;1;EA;AR
190-83000-413;DOOR;Embraer 190;1;EA;AR
190-83000-413;DOOR;Embraer 190;1;EA;AR
190-83000-413;DOOR;Embraer 190;1;EA;AR
190-83000-413;DOOR;Embraer 190;1;EA;AR
190-92001-431;L/H FLAP TRACK CARRIAGE #1;Embraer 190;1;EA;AR
190-92001-432;INB FLAP TRACK CARRIAGE ASSY #1;Embraer 190;1;EA;AR
190-92051-431;O/B FLAP TRACK CARRIAGE #4;Embraer 190;1;EA;AR
190-92051-432;R/H FLAP TRACK CARRIAGE #4;Embraer 190;1;EA;AR
190-92101-431;O/B FLAP TRACK CARRIAGE # 4;Embraer 190;1;EA;AR
190-92101-432;R/H FLAP TRACK CARRIAGE #4;Embraer 190;1;EA;AR
190-92101-432;R/H FLAP TRACK CARRIAGE #4;Embraer 190;1;EA;AR
190-92101-432;R/H FLAP TRACK CARRIAGE #4;Embraer 190;1;EA;AR
190-92151-431;FLAP TRACK SUPPORT #1;Embraer 190;1;EA;AR
190-92151-431;FLAP TRACK SUPPORT #1;Embraer 190;1;EA;AR
190-92151-432;FLAP TRACK SUPPORT #1;Embraer 190;1;EA;AR
190-92151-432;FLAP TRACK SUPPORT #1;Embraer 190;1;EA;AR
190-92191-421;FLAP TRACK SUPPORT #2;Embraer 190;1;EA;AR
190-92191-422;FLAP TRACK SUPPORT #2;Embraer 190;1;EA;AR
190-92221-421;FLAP TRACK SUPPORT #3;Embraer 190;1;EA;AR
190-92221-422;FLAP TRACK SUPPORT #3;Embraer 190;1;EA;AR
190-92245-421;FLAP TRACK SUPPORT #4;Embraer 190;1;EA;AR
190-92245-422;FLAP TRACK SUPPORT #4;Embraer 190;1;EA;AR
190-92270-031;I/B FLAP TRACK #2-RAIL;Embraer 190;1;EA;AR
190-92270-031;I/B FLAP TRACK #2-RAIL;Embraer 190;1;EA;AR
190-92270-032;O/B FLAP TRACK #2-RAIL;Embraer 190;1;EA;AR
190-92270-032;O/B FLAP TRACK #2-RAIL;Embraer 190;1;EA;AR
190-92272-031;I/B FLAP TRACK #3 #4-RAIL;Embraer 190;1;EA;AR
190-92272-031;I/B FLAP TRACK #3 #4-RAIL;Embraer 190;1;EA;AR
190-92272-031;I/B FLAP TRACK #3 #4-RAIL;Embraer 190;1;EA;AR
190-92272-031;I/B FLAP TRACK #3 #4-RAIL;Embraer 190;1;EA;AR
190-92272-032;I/B FLAP TRACK #3 #4-RAIL;Embraer 190;1;EA;AR
190-92272-032;I/B FLAP TRACK #3 #4-RAIL;Embraer 190;1;EA;AR
190-92272-032;I/B FLAP TRACK #3 #4-RAIL;Embraer 190;1;EA;AR
190-92272-032;I/B FLAP TRACK #3 #4-RAIL;Embraer 190;1;EA;AR
190-92401-403;FLAP ASSY;Embraer 190;1;EA;AR
190-92401-404;FLAP ASSY;Embraer 190;1;EA;AR
190-92402-405;REAR FLAP;Embraer 190;1;EA;AR
190-92402-406;FLAP, REAR;Embraer 190;1;EA;AR
190-92404-401;TRACK FAIRING ASSY;Embraer 190;1;EA;AR
190-92405-403;TRACK FAIRING ASSY;Embraer 190;1;EA;AR
190-92406-403;NO 2 BOAT FAIRING LH;Embraer 190;1;EA;AR
190-92406-404;NO 1 FLAP BOAT FAIRING RH;Embraer 190;1;EA;AR
190-92406-404;NO 1 FLAP BOAT FAIRING RH;Embraer 190;1;EA;AR
190-92503-403;NO 3 LH BOAT FAIRING;Embraer 190;1;EA;AR
190-92503-403;NO 3 LH BOAT FAIRING;Embraer 190;1;EA;AR
190-92503-404;NO 3 BOAT FAIRING RH;Embraer 190;1;EA;AR
190-92503-404;NO 3 BOAT FAIRING RH;Embraer 190;1;EA;AR
190-92509-403;NO 1 BOAT FAIRING LH;Embraer 190;1;EA;AR
190-92509-403;NO 1 BOAT FAIRING LH;Embraer 190;1;EA;AR
190-92509-404;NO 4 RH BOAT FAIRING;Embraer 190;1;EA;AR
190-92509-404;NO 4 RH BOAT FAIRING;Embraer 190;1;EA;AR
190QA01;TRANSFORMER;A319;1;EA;AR
190QA01;TRANSFORMER;A319;1;EA;AR
190QA01;TRANSFORMER;A319;1;EA;AR
190QA01;TRANSFORMER;A319;1;EA;AR
190QA01;TRANSFORMER;A319;1;EA;AR
190QA01;TRANSFORMER;A319;1;EA;AR
195PN01Y01;INDICATOR RUDDER TRIM;A319;1;EA;AR
1C27-29;DC FUEL PUMP CARTRIDGE;Embraer 190;1;EA;OH
1C3510;CHECK VALVE;B737-800;1;EA;AR
1C3594;CHECK VALVE;B737-800;1;EA;AR
1C3594;CHECK VALVE;B737-800;1;EA;AR
1C64-20;CANISTER-APU FUEL PUMP;Embraer 190;1;EA;OH
1C64-20;CANISTER-APU FUEL PUMP;Embraer 190;1;EA;OH
1EN578-6;TWO POLE MICROSWITCH;Embraer 190;1;EA;AR
1EN578-6;TWO POLE MICROSWITCH;Embraer 190;1;EA;AR
1M1226;VALVE - CHECK;A321;1;EA;AR
2003KPT2;TRANSMITTER;RB211;1;EA;AR
2003KPT2;TRANSMITTER;RB211;1;EA;AR
2003KPT2;TRANSMITTER;RB211;1;EA;AR
200651698;OVERDRIVE ASSEMBLY;Embraer 190;1;EA;AR
201117017;LH MLG UPLOCK;A319;1;EA;AR
201117017;LH MLG UPLOCK;A319;1;EA;AR
201117018;RH MLG UPLOCK;A319;1;EA;AR
201117021;UPLOCK, MLG;A320;1;EA;AR
201117022;UPLOCK, MLG;A320;1;EA;AR
201122008;MLG DOOR UPLOCK;A319;1;EA;AR
201122008;MLG DOOR UPLOCK;A319;1;EA;AR
201122008;MLG DOOR UPLOCK;A319;1;EA;AR
201122008;MLG DOOR UPLOCK;A319;1;EA;AR
201122008;MLG DOOR UPLOCK;A319;1;EA;SV
20149-0101;COMPENSATOR - DUAL;A321;1;EA;AR
2015G2H2H-8A;PROBE-AIR DATA SMART;Embraer 190;1;EA;SV
20-171501;BRAKE PEDAL POSITION TRANSDUCER;Embraer 190;1;EA;AR
20-171501;BRAKE PEDAL POSITION TRANSDUCER;Embraer 190;1;EA;AR
20-171501;BRAKE PEDAL POSITION TRANSDUCER;Embraer 190;1;EA;AR
20-171501;BRAKE PEDAL POSITION TRANSDUCER;Embraer 190;1;EA;AR
20200-0115;FUEL GAUGE TANK UNIT;B737-700;1;EA;SV
20200-0202;FUEL GAUGE TANK UNIT;B737-700;1;EA;SV
20200-0202;FUEL GAUGE TANK UNIT;B737-700;1;EA;SV
20200-0202;FUEL GAUGE TANK UNIT;B737-700;1;EA;SV
20200-0202;FUEL GAUGE TANK UNIT;B737-700;1;EA;SV
20200-0213;FUEL GAUGE TANK UNIT;B737-700;1;EA;SV
20200-0216;FUEL GAUGE TANK UNIT;B737-700;1;EA;SV
20200-0216;FUEL GAUGE TANK UNIT;B737-700;1;EA;SV
20202-01;FUEL COMPENSATOR;B737-700;1;EA;SV
2040016-101;PRESSURE RELIEF VALVE;Embraer 190;1;EA;AR
2040016-101;PRESSURE RELIEF VALVE;Embraer 190;1;EA;AR
2040016-101;PRESSURE RELIEF VALVE;Embraer 190;1;EA;AR
2040024-101;CHECK VALVE;;1;EA;AR
2060091-101;VALVE, FLOAT VENT;Embraer 190;1;EA;AR
2060091-101;VALVE, FLOAT VENT;Embraer 190;1;EA;AR
2060091-101;VALVE, FLOAT VENT;Embraer 190;1;EA;AI
2060091-101;VALVE, FLOAT VENT;Embraer 190;1;EA;AR
20798-01;EXHAUST VALVE;B737-700;1;EA;SV
20C144-5;VALVE - CHECK;B737;1;EA;SV
20C144-5;VALVE - CHECK;B737;1;EA;AR
20C144-5;VALVE - CHECK;B737;1;EA;AR
20C144-5;VALVE - CHECK;B737;1;EA;AR
20C144-5;VALVE - CHECK;B737;1;EA;AR
210TS07Y01;L/GEAR CONTROL LEVER;A319;1;EA;AR
2110-301MJ;ATTENDANT SEAT;B737-800;1;EA;AR
2110-302MJ;ATTENDANT SEAT;B737-800;1;EA;AR
211C223-527;SWITCH - PRESSURE HYDRAULIC;B737-700;1;EA;SV
211C223-527;SWITCH - PRESSURE HYDRAULIC;B737-700;1;EA;AR
211C223-527;SWITCH - PRESSURE HYDRAULIC;B737-700;1;EA;AR
213A3220-1;DUCT;B737-800;1;EA;AR
213A3220-2;R/H VENT;B737-700;1;EA;AR
213A3420-7;PANEL ASSY;B737-800;1;EA;AR
213A3420-8;PANEL ASSY;;1;EA;AR
21425-01;VALVE-OFV OUTFLOW VALVE;Embraer 190;1;EA;SV
214C40-1-110;ALT. PRESS SWITCH;B737-800;1;EA;AR
214C50-2;SWITCH - PRESSURE ALTITUDE;B737-700;1;EA;AR
214C50-2;SWITCH - PRESSURE ALTITUDE;B737-700;1;EA;AR
215A2131-2;ROD ASSY;B737-800;1;EA;AR
21609-04BA;CONTROLLER-CPC CABIN PRESSURE CONTROLLER;Embraer 190;1;EA;SV
21615-02;VALVE-CABIN PRESSURE SAFETY RELIEF;Embraer 190;1;EA;OH
21665-02;NEGATIVE RELIEF VALVE;Embraer 190;1;EA;AR
21665-02;NEGATIVE RELIEF VALVE;Embraer 190;1;EA;AR
218A3112-1;FIRE LOOP;B737-800;1;EA;AR
218A3112-1;FIRE LOOP;B737-800;1;EA;AR
218A4039-1;NOZZLE ASSY;B737-800;1;EA;AR
21C1-3-21;PRESSURE SWITCH;B737-700;1;EA;AR
21SN04-104A;SWITCH;RB211;1;EA;AR
21SN04-104A;SWITCH;RB211;1;EA;AR
21SN04-104B;SWITCH;RB211;1;EA;AR
21SN04-104B;SWITCH;RB211;1;EA;AR
21SN04-104D;SWITCH;RB211;1;EA;AR
21SN04-104D;SWITCH;RB211;1;EA;AR
21SN04-104E;SWITCH,OIL DIFFERENTIAL PRESSURE;RB211;1;EA;AR
21SN04-104E;SWITCH,OIL DIFFERENTIAL PRESSURE;RB211;1;EA;AR
21SN04-104E;SWITCH,OIL DIFFERENTIAL PRESSURE;RB211;1;EA;AR
21SN04-158A;SWITCH,ASSY;RB211;1;EA;AR
21SN04-158A;SWITCH,ASSY;RB211;1;EA;AR
21SN04-158B;SWITCH;RB211;1;EA;AR
21SN04-158B;SWITCH;RB211;1;EA;AR
21SN04-158C;SWITCH,;RB211;1;EA;AR
21SN04-158C;SWITCH,;RB211;1;EA;AR
21SN04-159A;SWITCH;B757;1;EA;AR
21SN04-159A;SWITCH;B757;1;EA;AR
21SN04-159B;SWITCH,;RB211;1;EA;AR
21SN04-159B;SWITCH,;RB211;1;EA;AR
21SN04-159C;SWITCH ASSY;RB211;1;EA;SV
21SN04-23H;SWITCH,;RB211;1;EA;AR
21SN04-23H;SWITCH,;RB211;1;EA;AR
21SN04-23J;SWITCH,;RB211;1;EA;AR
21SN04-23J;SWITCH,;RB211;1;EA;AR
21SN04-23K;SWITCH,;RB211;1;EA;AR
21SN04-23K;SWITCH,;RB211;1;EA;AR
21SN04-275A;LOW OIL PRESS SWITCH;A319;1;EA;AR
21SN04-275A;LOW OIL PRESS SWITCH;A319;1;EA;AR
21SN04-275A;LOW OIL PRESS SWITCH;A319;1;EA;AR
21SN04-275A;LOW OIL PRESS SWITCH;A319;1;EA;SV
21SN04-298A;SCAV FLOW PRESSURE SWITCH;A319;1;EA;AR
21SN04-298A;SCAV FLOW PRESSURE SWITCH;A319;1;EA;AR
21SN04-298A;SCAV FLOW PRESSURE SWITCH;A319;1;EA;AR
21SN04-298A;SCAV FLOW PRESSURE SWITCH;A319;1;EA;AR
21SN04-300B;F FILTER DIFF PRESS SWITCH;A319;1;EA;AR
21SN04-300B;F FILTER DIFF PRESS SWITCH;A319;1;EA;AR
21SN04-300B;F FILTER DIFF PRESS SWITCH;A319;1;EA;AR
21SN04-300B;F FILTER DIFF PRESS SWITCH;A319;1;EA;AR
2203185-2;INJECTOR;;1;EA;AR
2215625-1;MUFF, MIXING, TURBINE OUTLET;B737-700;1;EA;AR
2215625-1;MUFF, MIXING, TURBINE OUTLET;B737-700;1;EA;AR
22186-69;MAIN / AUIX FUEL PANEL;B737-800;1;EA;AR
22260-9;AUX. FUEL TFR PANEL;B737-800;1;EA;AR
22262-9;AUX. FUEL BLD. AIR PANEL;B737-800;1;EA;AR
22264-29;COCKPIT PANEL ASSY;B737-800;1;EA;AR
22265-19;COCKPIT PANEL;B737-800;1;EA;AR
22266-49;COCKPIT PANEL ASSY;B737-800;1;EA;AR
22464-69;ISOLATION UNIT;B737-800;1;EA;AR
22464-69;ISOLATION UNIT;B737-800;1;EA;AR
22464-69;ISOLATION UNIT;B737-800;1;EA;AR
22715-000-02;NLG DOOR ACT CYLINDR;A319;1;EA;AR
22715-000-02;NLG DOOR ACT CYLINDR;A319;1;EA;SV
2313M-588-4;LH MOTOR;Embraer 190;1;EA;SV
2313M-589-4;CONVERTER-WIPER MOTOR RH;Embraer 190;1;EA;SV
2314M-512-5;L/H WINDSHEILD WIPER ARM;Embraer 190;1;EA;AR
2314M-512-5;L/H WINDSHEILD WIPER ARM;Embraer 190;1;EA;AR
2314M-513-5;R/H WINDSHEILD WIPER ARM;Embraer 190;1;EA;AR
2314M-513-5;R/H WINDSHEILD WIPER ARM;Embraer 190;1;EA;AR
233A2222-54;CDS DISPLAY PANEL;B737-800;1;EA;SV
233A3202-5;FUEL CONTROL PANEL MODULE;B737-700;1;EA;SV
233A3204-1;MODULE GEN/APU CONT;B737-700;1;EA;SV
233A3205-3;MODULE STANDBY POWER;B737-700;1;EA;AR
233A3207-4;DOOR WARNING MODULE;B737-800;1;EA;AR
233A7203-10;DATA LOAD SELEC. MOD.;B737-800;1;EA;SV
233A7206-2;FUEL TEST AUTO SHUTOFF PANEL;B737-800;1;EA;AR
2341H000-003;RESERVOIR-HYDRAULIC SYSTEM 1;Embraer 190;1;EA;AR
2341H000-003;RESERVOIR-HYDRAULIC SYSTEM 1;Embraer 190;1;EA;OH
2342H000-001;RESERVOIR-HYDRAULIC SYSTEM 3;Embraer 190;1;EA;AR
2343H000-001;SWITCH PRESSURE;Embraer 190;1;EA;SV
2343H000-001;SWITCH PRESSURE;Embraer 190;1;EA;AR
2344H000-001;HEAT EXCHANGER BYPASS   VALVE;Embraer 190;1;EA;AR
2344H000-001;HEAT EXCHANGER BYPASS   VALVE;Embraer 190;1;EA;SV
2344H000-001;HEAT EXCHANGER BYPASS   VALVE;Embraer 190;1;EA;AR
2344H000-001;HEAT EXCHANGER BYPASS   VALVE;Embraer 190;1;EA;AR
2345H000-003;FILTER MANIFOLD SYSTEMS #3;Embraer 190;1;EA;AR
2345H000-003;FILTER MANIFOLD SYSTEMS #3;Embraer 190;1;EA;AI
2346H000-006;MANIFOLD-FILTER SYSTEM 1&2;Embraer 190;1;EA;AR
2346H000-006;MANIFOLD-FILTER SYSTEM 1&2;Embraer 190;1;EA;AR
2346H000-006;MANIFOLD-FILTER SYSTEM 1&2;Embraer 190;1;EA;AR
2352H000-002;ASSEMBLY-CASE DRAIN FILTER;Embraer 190;1;EA;AR
2352H000-002;ASSEMBLY-CASE DRAIN FILTER;Embraer 190;1;EA;AR
2352H000-002;ASSEMBLY-CASE DRAIN FILTER;Embraer 190;1;EA;AR
2352H000-002;ASSEMBLY-CASE DRAIN FILTER;Embraer 190;1;EA;AR
2352H000-002;ASSEMBLY-CASE DRAIN FILTER;Embraer 190;1;EA;AR
2352H000-002;ASSEMBLY-CASE DRAIN FILTER;Embraer 190;1;EA;AR
2377H000-002;RESERVOIR-HYDRAULIC SYSTEM 2;Embraer 190;1;EA;AR
2377H000-002;RESERVOIR-HYDRAULIC SYSTEM 2;Embraer 190;1;EA;AR
2381H000-001;SWITCH, HYDRAULIC FLUID TEMPERATURE;Embraer 190;1;EA;AI
2381H000-001;SWITCH, HYDRAULIC FLUID TEMPERATURE;Embraer 190;1;EA;AI
2403-89;ANTENNA VHF COM;A320;1;EA;OH
2406-89-03;ANTENNA-DME ATC;A321;1;EA;AR
2406-89-03;ANTENNA-DME ATC;A321;1;EA;AR
2406-89-03;ANTENNA-DME ATC;A321;1;EA;AR
2406-89-03;ANTENNA-DME ATC;A321;1;EA;AR
2407-89-03;ANTENNA DME;A320;1;EA;AR
2407-89-03;ANTENNA DME;A320;1;EA;AR
2407-89-03;ANTENNA DME;A320;1;EA;AR
2407-89-03;ANTENNA DME;A320;1;EA;AR
2407-89-03;ANTENNA DME;A320;1;EA;AR
2407-89-03;ANTENNA DME;A320;1;EA;AR
2407-89-03;ANTENNA DME;A320;1;EA;AR
2407-89-03;ANTENNA DME;A320;1;EA;AR
2407-89-03;ANTENNA DME;A320;1;EA;AR
2407-89-03;ANTENNA DME;A320;1;EA;AR
241-247-012-005;EVMU-ENGINE VIBRATION MONITORING UNIT;A319;1;EA;AR
241-292-004-023;CARD-ENGINE VIBRATION MONITORING MODULE;Embraer 190;1;EA;AR
2438-89-00;ANTENNA;A320;1;EA;AR
2439-89-03;ANTENNA;A319;1;EA;AR
2439-89-03;ANTENNA;A319;1;EA;AR
2439-89-03;ANTENNA;A319;1;EA;AR
2439-89-03;ANTENNA;A319;1;EA;AR
245-604067-001;GPS MODULE;Embraer 190;1;EA;SV
245-604067-001;GPS MODULE;Embraer 190;1;EA;AR
245-604067-001;GPS MODULE;Embraer 190;1;EA;AI
245-604067-001;GPS MODULE;Embraer 190;1;EA;AR
24C236;VALVE-CHECK;;1;EA;AR
24C236;VALVE-CHECK;;1;EA;AR
24E507009G03;WATER HEATER;A319;1;EA;AI
24E507009G03;WATER HEATER;A319;1;EA;AI
24E507009G03;WATER HEATER;A319;1;EA;AI
251A1240-3;FLIGHT SPOILER ACTUATOR;B737-700;1;EA;SV
251A1240-5;FLT. SPLR. PWR. CONT. UNIT;B737-800;1;EA;AR
251A1240-5;FLT. SPLR. PWR. CONT. UNIT;B737-800;1;EA;AR
251A1240-5;FLT. SPLR. PWR. CONT. UNIT;B737-800;1;EA;AR
251A1240-5;FLT. SPLR. PWR. CONT. UNIT;B737-800;1;EA;AR
251A1240-5;FLT. SPLR. PWR. CONT. UNIT;B737-800;1;EA;AR
251A1240-5;FLT. SPLR. PWR. CONT. UNIT;B737-800;1;EA;AR
251A1240-5;FLT. SPLR. PWR. CONT. UNIT;B737-800;1;EA;AR
251A1660-4;AILERON CONT. ASSY;B737-800;1;EA;AR
251A2160-2;AILERON / ELEVATOR PCU ASSY;B737-700;1;EA;SV
251A2160-2;AILERON / ELEVATOR PCU ASSY;B737-700;1;EA;SV
251A4410-2;SWITCH ASSEMBLY;B737-700;1;EA;SV
251A4430-4;SWITCH ASSY;B737-700;1;EA;SV
252CA01C102Y1;CONTACTOR THREE POLE;A319;1;EA;AR
252CA01C102Y1;CONTACTOR THREE POLE;A319;1;EA;AR
252CA01C1-02Y1;TPST-NO CONTACTOR;A320;1;EA;AR
254A1121-3;CONT. UNIT;B737-800;1;EA;AR
254A1141-5;TRANSMITTER;B737-800;1;EA;AR
254A1147-1;GEARBOX ASSY, STEEL, ALUMINUM ALLOY;B737-800;1;EA;AR
254A1290-1;ENG. START CONTROL BRAKE ASSY LH;;1;EA;SV
254A1290-6;BRAKE ASSY, ENG. START;;1;EA;SV
256A3110-7; #1 FLAP TRANSMISSION;B737-700;1;EA;AR
256A3110-8; #8 FLAP TRANSMISSION;B737-700;1;EA;SV
256A3210-10;TRANS ASSY;B737-800;1;EA;AR
256A3210-7; #2 FLAP TRANSMISSION;B737-700;1;EA;AR
256A3310-7; #3 FLAP TRANSMISSION;B737-700;1;EA;AR
256A3310-8; #6 FLAP TRANSMISSION;B737-700;1;EA;AR
256A3410-7; #4 FLAP TRANSMISSION;B737-700;1;EA;AR
256A3410-8; #5 FLAP TRANSMISSION;B737-700;1;EA;AR
256A3515-4;PWR. DRIVE. FLAP ACT. UNIT;B737-800;1;EA;AR
256A3550-4;FLAP CONTROL UNIT ASSY;B737-800;1;EA;SV
256A3630-1;ANGLE GEARBOX;B737-700;1;EA;AR
256A3630-1;ANGLE GEARBOX;B737-700;1;EA;AR
256A3650-3;TEE GEARBOX ASSY;B737-800;1;EA;AR
256A3650-4;TEE GEARBOX ASSY;B737-800;1;EA;AR
256A3710-1;TORQUE TUBE ASSY;B737-800;1;EA;AR
256A3710-1;TORQUE TUBE ASSY;B737-800;1;EA;AR
256A3710-2;TORQUE TUBE ASSY;B737-800;1;EA;AR
256A3710-3;TORQUE TUBE ASSY;B737-800;1;EA;AR
256A3710-4;TORQUE TUBE ASSY;B737-800;1;EA;AR
256A3710-4;TORQUE TUBE ASSY;B737-800;1;EA;AR
256A3710-5;TORQUE TUBE;B737-700;1;EA;AR
256A3710-5;TORQUE TUBE;B737-700;1;EA;AR
256A3710-6;TORQUE TUBE ASSY;B737-800;1;EA;AR
256A3710-6;TORQUE TUBE ASSY;B737-800;1;EA;AR
256A3710-6;TORQUE TUBE ASSY;B737-800;1;EA;AR
256A3710-7;TORQUE TUBE;B737-800;1;EA;AR
256A3710-7;TORQUE TUBE;B737-800;1;EA;AR
256A3750-3;TORQUE TUBE SPRT. ASSY;B737-800;1;EA;AR
256A3914-1;ROD AY;B737-700;1;EA;AR
256A3914-2;CONT. ROD;B737-800;1;EA;AR
256A3914-2;CONT. ROD;B737-800;1;EA;AR
2598D;TRANSFORMER-LIGHTING;A319;1;EA;AR
2598D;TRANSFORMER-LIGHTING;A319;1;EA;AR
2601-27;SOLENOID SHUTOFF VALVE;Embraer 190;1;EA;AR
2610-13-1;CLOCK;A321;1;EA;AI
2610-13-1;CLOCK;A321;1;EA;AR
2624-82;ANTENNA, ELT;F100;1;EA;AR
2624-82;ANTENNA, ELT;F100;1;EA;AR
2660608M2;CHECK VALVE;;1;EA;AR
2660608M2;CHECK VALVE;;1;EA;AR
2660608M2;CHECK VALVE;;1;EA;AR
2660608M2;CHECK VALVE;;1;EA;AR
2660608M2;CHECK VALVE;;1;EA;AR
2-7054-3;HANDLE FIRE EXTINGUISHING,ENGINE 2;Embraer 190;1;EA;SV
2-7054-3;HANDLE FIRE EXTINGUISHING,ENGINE 2;Embraer 190;1;EA;AR
270N2000-187;BLOCK ASSY;;1;EA;AR
271A7443-2;VALVE ASSY;B737-700;1;EA;AR
272-381704-00;CAP-LEVER;A319;1;EA;AR
273A1401-2;MANIFOLD ASSY;B737-700;1;EA;AR
273A2310-1;CYLINDER ASSY;B737-700;1;EA;AR
273A2310-1;CYLINDER ASSY;B737-700;1;EA;AR
274N1051-3;ACCUMULATOR ISOLAT VALVE;B737-700;1;EA;AR
274N1051-3;ACCUMULATOR ISOLAT VALVE;B737-700;1;EA;OH
276A3100-11;HYD RES. ASSY;B737-800;1;EA;AR
276A3100-7;HYDRAULIC RESERVOIR ASSY;B737-700;1;EA;AR
277A6111-1;WHEEL HUBCAP ASSY;B737-800;1;EA;AR
277A6111-1;WHEEL HUBCAP ASSY;B737-800;1;EA;AR
2-7892-2;SNUBBER;B737-700;1;EA;AR
2-7892-2;SNUBBER;B737-700;1;EA;SV
2790475-103;PRESSURE RELIEF VALVE;B737;1;EA;SV
2790482-102;VALVE-FUEL VENT FLOAT;;1;EA;AR
2790482-102;VALVE-FUEL VENT FLOAT;;1;EA;AR
2-8041-1;HYDRAULIC FUSE ASSY;B737-700;1;EA;SV
2-8041-1;HYDRAULIC FUSE ASSY;B737-700;1;EA;SV
284A0173-3;TAXI LIGHT  LH;B737-800;1;EA;AR
284A0173-4;TAXI LIGHT  RH;B737-800;1;EA;AR
284A2211-10;INTERPHONE SERVICE;B737-800;1;EA;AR
284A6807-4;GROUND COMM. PANEL;B737-800;1;EA;AR
285A1840-7;MODULE ELECT METERS GALLERY POWER;B737-800;1;EA;AR
285U0037-615;RADIO COMM PANEL;B737;1;EA;SV
285U0037-615;RADIO COMM PANEL;B737;1;EA;SV
286A7157-001;NOSE ANT. CONN.;B737-800;1;EA;AR
286A7159-002;GLIDE SCOPE CABLE;B737-800;1;EA;AR
286A8157-001;NOSE ANT. CONN.;B737-800;1;EA;AR
286A8159-002;GLIDE SCOPE CABLE;B737-800;1;EA;AR
286A8489-014;WIRE BUNDLE;B737-800;1;EA;AR
291302A;SERVO BRACKET;Embraer 190;1;EA;AI
291302A;SERVO BRACKET;Embraer 190;1;EA;AR
291302A;SERVO BRACKET;Embraer 190;1;EA;AR
291302A;SERVO BRACKET;Embraer 190;1;EA;AR
292-1-3100-00;SWITCH-PRESSURE;A319;1;EA;AR
292-1-3100-00;SWITCH-PRESSURE;A319;1;EA;AR
2940039-104;REFUEL/DEFUEL ADAPTOR;Embraer 190;1;EA;AR
