Fld_Company_ID;Company_Old_Id;Fld_Company_Name;Fld_Company_Rating_ID;delete
1720;2136405066;DAC AVIATION INTL;;FAUX
3441;;Daedalus Components;;FAUX
3212;;DAHER INT'L & LOGISTICS;;FAUX
3474;;Dakota Air Parts International;;FAUX
5021;;Dal Aero;;FAUX
2791;;DALLAS A/C PROPELLERS & ACCESSORIES (MF);;FAUX
2711;;DALLAS Airmotive;;FAUX
1685;1185;Dallas Avionics;;FAUX
3773;;Dallas Centerline;;FAUX
3992;;Dalmar Aviation;;VRAI
4329;;DANA Executive Jets;;FAUX
1927;476778882;DANAVION Intl;;FAUX
682;255739054;Danbee Aerospace;;FAUX
2114;;Danube Wings (VIP WINGS);;FAUX
508;1422;DANZAS;;FAUX
681;244811894;DAO Aviation A/S;;FAUX
3605;;DAR International;;FAUX
425;1035;DART AVIATION;;FAUX
1232;490;Dart Aviation America;;FAUX
4245;;DAS International  Jet Spares, Inc.;;FAUX
2521;;Dashair Sépares Support;;FAUX
3048;;Dassault Falcon Jet;;FAUX
200;1265;DAT - Danish Air Transport;;FAUX
1040;153;DAT- DELTA AIR TRANSPORT;;FAUX
3386;;Dau Air;;FAUX
2376;;Davis Aviation;;FAUX
3994;;Daytona Aerospace;;FAUX
1712;2136405058;DC AVIATION GMBH;;FAUX
2239;;DE HAVILLAND CORP (MF);;FAUX
1713;2136405059;Debis Air Finance;;FAUX
4679;;Deccan 360;;FAUX
4479;;Deccan Charters;;FAUX
1924;451349582;DECI;;FAUX
256;-139034260;DEDIENNE Aerospace;;FAUX
327;2136404974;Dedienne Aerospace  SA Evry;;FAUX
4798;;DEFENSE TECHNOLOGY EQUIPMENT INC;;FAUX
1823;1519877419;Defense Trading;;FAUX
2240;;DE-ICE Sys Int'l (MF);;FAUX
5108;;Delavan;;FAUX
4450;;Delco Sales, Inc.;;FAUX
3024;;DELTA AIRLINES;;FAUX
232;1547;Delta Aviation Inc;;FAUX
1102;-654943229;Delta Component s.a.s.;;FAUX
4680;;Delta Connection Ltd;;FAUX
4497;;delta system - air, a.s.;;FAUX
1556;699223525;Delta Tech;;FAUX
741;1415;DELTAFORD LTD;;FAUX
2132;;Denim Air Maintenance;;FAUX
3415;2136405331;DENVER AIR SUPPORT;;FAUX
292;2136404996;Derco Aerospace Inc.;;FAUX
1919;1625;DERCO REPAIR;;FAUX
3125;;Desert Air Spares International;;FAUX
1889;1556;DESTRIERO Aircraft Spares;;FAUX
2645;;DEUCALION CAPITAL;;FAUX
1041;154;DEUTSCH BA;;FAUX
1086;-803238861;Deutsch Service;;FAUX
2316;;DEUTSH RELAY (MF);;FAUX
1368;1038555488;DEVEX, INC;;FAUX
2395;;DeVore Aviation (MF);;FAUX
3148;;DEXTER-WILSON CORP.;;FAUX
2804;;DF Aviation;;FAUX
692;1000;DFS / Chez DASSAULT AVIATION;;FAUX
4487;;DHILLON AVIATION;;FAUX
185;1250;DHL - Bahrain;;FAUX
3155;;DHL (Frwrdr);;FAUX
1442;1019221305;DHL Aviation Americas Inc.;;FAUX
757;397;DHL WORLDWIDE EXPRESS;;FAUX
4250;;Diamond Aircraft Support LLC;;FAUX
4712;;DIEHL Aerospace, Inc.;;FAUX
1479;1383;DIEHL Luftfarht Elektronik Gmbh;;FAUX
1393;1117068119;Dieter Stoffel;;FAUX
553;1215;DIMO CORP;;FAUX
4804;;DIRECT AERO SERVICES S.R.L.;;FAUX
4216;;Direct Aviation Supplies LLP;;FAUX
4883;;Direktflyg;;FAUX
1194;1079;Dirgantara Air Services (PT DAS);;FAUX
3346;;DIVERSAIR;;FAUX
265;-100344942;Diversefied Aero Svc;;FAUX
4233;;Dixie Aerospace, Inc.;;FAUX
4713;;DJ Aviations Ltd;;FAUX
1461;1363;DJB AEROSPACE;;FAUX
4114;;DLR;;FAUX
394;1331;DM Aircraft Service Inc.;;FAUX
661;1229;DMAEE-QUALISUD;;FAUX
2686;;DMI Aviation Sales;;FAUX
3352;;Dnest Aviation Services;;FAUX
2853;;Dniproavia;;FAUX
4562;;DO NOT USE;;FAUX
4746;;do not use II;;FAUX
1011;1427637913;DODSON INTL Parts;;FAUX
1613;1864172108;Dolphin Air;;FAUX
2181;;DONBASSAERO;;FAUX
2667;;Doral Aviation;;FAUX
2315;;DORNE &  MARGOLIN (MF);;FAUX
2651;;DORNIER;;FAUX
2182;;Dornier Technologie Aviation Services GmbH;;FAUX
4299;;DORUK AIR;;FAUX
2066;2136405312;DOT LT UAB (ex Danu Oro Trans);;FAUX
3699;;DOUBLE O AVIATION;;FAUX
309;2136404925;DOWELL Aviation;;FAUX
2280;;DOWTY (MF);;FAUX
2368;;DOWTY AEROSPACE (MF);;FAUX
1989;;Dowty Propeller;;FAUX
2145;;DPS Aerosupport & Consulting;;FAUX
3177;;DRAGON AIRLINES;;FAUX
2304;;Drake Air;;FAUX
1271;1105;DRIESSEN AIS;;FAUX
2834;;DRIESSEN AIS (MF);;FAUX
3371;;Drop Ship Aviation;;FAUX
1778;1278;DRS;;FAUX
3184;;Druck Inc;;FAUX
1246;922;DRUK AIR;;FAUX
3739;;DTT AVIATION;;FAUX
4196;;Dubrovnik Airline;;FAUX
4570;;Ducommun Technologies;;FAUX
2830;;DUKANE CORP;;FAUX
709;1018;Duncan Aviation;;FAUX
520;1028035929;DUNCAN AVIATION (REP);;FAUX
2712;2136405232;DUNCAN Aviation inc;;FAUX
1294;1462;DUNELM AVIATION LTD;;FAUX
2625;;DUNLOP (MF);;FAUX
683;265518515;Dunlop Aerospace Parts;;FAUX
54;2136405166;Dunlop Aircraft Tyres Limited;;FAUX
1957;2088983144;DUNLOP AIRCRAFT TYRES LIMITED (MF);;FAUX
2000;;DUNLOP Aviation (MF);;FAUX
2196;;DUNLOP FCE (MF);;FAUX
648;1216;DUNLOP France;;FAUX
667;1235;DUNLOP-Meggitt Aircraft Braking Systems;;FAUX
42;851;DUO AIRWAYS;;FAUX
3250;;Durham;;FAUX
3314;;Dutch Antilles Express;;FAUX
2794;;Dutch Eagle Express;;FAUX
994;1236460591;Dutch Valley Supply;;FAUX
3295;;DUTCHBIRD AIRLINES;;FAUX
4324;;Dwen Airmotive New Zealand Limited;;FAUX
4951;;Dwen Airmotive New Zealand Ltd;;FAUX
5165;;Dyn Corp.;;FAUX
2105;;DYNAIR THCH FLORIDE (MF);;FAUX
1724;2136405071;Dynamation research;;FAUX
4796;;Dynamic Aviation Group Inc;;FAUX
4056;;Dynamic Supplies;;FAUX
4901;;Dynaron Enterprises Pte Ltd;;FAUX
3675;;Dynaron Enterprises Pte Ltd;;FAUX
1118;-509529214;Dynatech International;;FAUX
1342;105;E.Peters Export;;FAUX
1417;2136405017;E.S.P.A;;FAUX
1860;1161;E.T.R.I. - ecofit;;FAUX
197;1262;EADS;;FAUX
505;339700911;EAE - european air express;;FAUX
4578;;Eagle Aerospace;;FAUX
4589;;Eagle Air;;FAUX
5061;;Eagle Air (Air New Zealand);;FAUX
823;1027435518;EAGLE Aviation FR;;FAUX
179;1244;EAGLE AVIATION LTD;;FAUX
416;973;EAGLE AVIATION LTD*;;FAUX
3074;;Eagle Avionics;;FAUX
3089;;EAGLE INTL;;FAUX
4595;;Eagle Support Corp;;FAUX
2971;;EAGLEFLITE;;FAUX
63;2136405128;EAS INDUSTRIES;;FAUX
3348;;EASA-145 Repair Shop;;FAUX
211;1540;EAST & WEST Trading;;FAUX
2611;;EAST AFRICAN AIRLINES;;FAUX
4337;;East African Safari Air Express Ltd;;FAUX
3149;;East Air Corporation;;FAUX
1803;753;EAST COAST AVIATION SERVICES;;FAUX
1973;84239333;EAST STAR AIRLINE;;FAUX
3705;;East Wings Intl;;FAUX
2183;;EASTERN AERO MARINE;;FAUX
228;1532;EASTERN AIRPARTS;;FAUX
1614;1866678325;Eastern Airways;;FAUX
1018;631;EASTERN AUSTRALIA AIRLINES;;FAUX
3075;2136405243;Eastern Avionics (Nebo Aviation);;FAUX
3672;;Eastern Maintenance Group;;FAUX
4678;;Eastern SkyJets;;FAUX
809;1020950659;Eastern Stone comp;;FAUX
1084;1001065776;Eastwood A/C Electric;;FAUX
2685;;easyJet.com;;FAUX
766;416;EAT - European Air Transport;;FAUX
2202;;Eaton Aerospace Ltd;;FAUX
1382;1042445063;Eaton Aerospace, Vickers Systems;;FAUX
165;1133;EATON Corp;;FAUX
499;2136405035;Ebs Maintenance;;FAUX
2092;;EC TECNOLOGIES (MF);;FAUX
707;1016;ECE - IN SERVICES;;FAUX
1997;;ECE (MF);;FAUX
1670;1399;ECE NIORT - REP;;FAUX
1179;1017999519;ECET - vibro meter;;FAUX
4618;;Eclipse Air Spares;;FAUX
4592;;E-Clust Technologies Sdn Bhd;;FAUX
2517;;ECT IND (MF);;FAUX
1853;1154;ECT. IND.;;FAUX
4927;;EDAC Aero Engine Components Repair;;FAUX
4367;;EDARP SA;;FAUX
2462;;Edelweiss Air;;FAUX
2093;;EDM of TEXAS (MF);;FAUX
1487;1391;EDMO Distributors, Inc.;;FAUX
3243;;EEE AVSERVICE;;FAUX
1451;1353;EG&G Fr;;FAUX
2884;-1050495903;EGA/GEASA - Guinea Ecuatorial Airlines;;FAUX
4378;;EGAT;;FAUX
322;2136404969;Egypt Air;;FAUX
2392;;EGYPTAIR EXPRESS;;FAUX
3998;;EIASCO/Al-Eqlaa Industrial and Aviation Supplies;;FAUX
4930;;EICI;;FAUX
2737;;EIRJET;;FAUX
3170;;EL DORADO AIRCRAFT SUPPLY;;FAUX
2306;;EL-AL ISRAEL AIRLINES LTD;;FAUX
351;2136404944;ELBE Air;;FAUX
1599;1315;ELDEC CORP - Crane;;FAUX
946;-963513462;ELDEC- France;;FAUX
2951;;Electro Enterprises;;FAUX
2777;;ELECTRON BEAM PROCESSES (MF);;FAUX
56;2136405168;Electronic Manufacturers Assoc;;FAUX
4676;;Elektro-Metall Export GmbH;;FAUX
2833;;ELENIA (MF);;FAUX
2822;;ELEX INTL;;FAUX
239;86787937;ELITE Aerospace;;FAUX
3323;;Elliot Ward Aviation;;FAUX
2448;;Elliott Aviation;;FAUX
1401;1498;ELMWOOD SENSORS;;FAUX
3359;;Elta;;FAUX
3154;;Eltra Aeronautics PTE;;FAUX
2668;;EMBRAER - Brazil;;FAUX
1661;1007020461;EMBRAER - France;;FAUX
2498;;EMBRAER - USA;;FAUX
1371;1039718010;EMBRAER AIRCRAFT MAINT;;FAUX
2137;;EMC Aerospace;;FAUX
4359;;EME ­ Elektro-Metall;;FAUX
117;284;EMERALD AIRWAYS;;FAUX
3190;;EMERY (MENLO) Worldwide (Fwrdr);;FAUX
1336;94;EMERY AIR CHARTER;;FAUX
500;2136405036;EMIRATES;;FAUX
3723;;EMPIRE AERO CENTER;;FAUX
3032;2136405295;Empire Airlines;;FAUX
260;-122130706;EMS;;FAUX
1571;1571;EMTC AVIATION SERVICES GMBH;;FAUX
3801;;Emteq;;FAUX
1956;2088983143;ENDEVCO DYNAMIC INSTRUMENT DIV;;FAUX
2405;;ENGAGE AVIATION;;FAUX
3334;;Engelhard Corporation;;FAUX
5007;;Enhance Aero Maintanence SARL;;FAUX
3490;;ENVAL Aerospace;;FAUX
4074;;EPCOR;;FAUX
4304;;Epic Aviation;;FAUX
3173;2136405378;Eproc Inc.;;FAUX
4181;;EPS Helicopter Services;;FAUX
4912;;Eqlaa Aviation;;FAUX
5136;;Equaflight Service;;FAUX
1276;1110;EQUIP AERO;;FAUX
4338;;ERA Aviation;;FAUX
1457;1359;ERICHSEN;;FAUX
4689;;Erie Aviation;;FAUX
2094;;ERIK THUN;;FAUX
1129;-413133700;ERIKS;;FAUX
3769;;ERITREAN;;FAUX
835;594;ERNIR AIRLINES;;FAUX
551;1213;EROS (VOIR IN-SERVICE);;FAUX
4494;;eskom aviation;;FAUX
2288;;ESPA;;FAUX
3722;;ESSENTIAL AIRCRAFT MAINTENANCE SERVICES -EAMS;;FAUX
3411;;ESSEX AERO SERVICES;;FAUX
1402;1500;ESSEX INDUSTRIES;;FAUX
3244;;Estafeta Carga Aérea, S.A de C.V.;;FAUX
4564;;Estonian Air;;FAUX
288;30;ETHIOPIAN AIRLINES;;FAUX
3635;;ETIHAD AIRWAYS;;FAUX
1257;1030;EUA AIR SUPPORT;;FAUX
1586;1342;EURAERO France;;FAUX
1507;261;EURALAIR lndustries;;FAUX
4433;;EURAM  Gesmbh.;;FAUX
2918;;EURAM AIR LEASES;;FAUX
2592;;EURAVIA ENGINEERING & SU;;FAUX
1597;1313;EURECA;;FAUX
3721;;Eureca Aviation;;FAUX
440;1318;EURECA SRL;;FAUX
4261;;Eureka Aerospace;;FAUX
1373;1040134351;EUREP Industries;;FAUX
2555;;Euro Atlantic Airways;;FAUX
2814;;Euro Express Aviation;;FAUX
3268;;Euro Parts Aviation;;FAUX
332;2136404979;Euro Parts Corporation;;FAUX
2261;;Euroair Ltd;;FAUX
4851;;Eurocopter;;FAUX
399;1921741890;Eurofast sa;;FAUX
2610;;EUROFLY;;FAUX
1200;44;EUROJET ITALIA;;FAUX
5152;;EUROLOT SA;;FAUX
3095;;EuroManx;;FAUX
3084;;Europarts Aviation;;FAUX
3978;;Europavia Spain;;FAUX
1108;-593418490;EUROPE AIRPOSTE;;FAUX
720;1082;EUROPE AVIATION (FNA AIR LIB Tech.);;FAUX
1464;1366;European Air Express - EAE;;FAUX
2998;;European Air Spares;;FAUX
3009;;European Air Support;;FAUX
418;978;European Aircraft Sourcing & Service;;FAUX
1781;1281;EUROPEAN AVIATION Ltd;;FAUX
1555;677754903;European Aviation Support AB;;FAUX
893;-1332864303;European logistics;;FAUX
3355;;European Skybus Ltd;;FAUX
1424;2136405050;EUROSPARES;;FAUX
283;21;EUROWINGS LUFTVERKEHRS AG;;FAUX
51;2136405163;Eurowings Luftverkehrs AG / Nurnberg;;FAUX
2849;;EVA Air;;FAUX
952;-941779575;EVAN Enterprices;;FAUX
3320;;EVANS COMPOSITES;;FAUX
849;820;EVEREST AIR;;FAUX
2499;;Evergreen Aviation Tech Corp;;FAUX
4905;;Evergreen International Airlines, Inc.;;FAUX
147;2136405091;Evergreen Sales & Leasing;;FAUX
4411;;Evergreen Trade Inc;;FAUX
2835;;Everts Air Cargo;;FAUX
4828;;EVSEN Group of Companies;;FAUX
445;1576;EXACIEL LOGISTIQUE AMC;;FAUX
2862;;EXAPAQ (fwrd);;FAUX
4091;;Excel Aerospace;;FAUX
2944;;Excel Airways Limited;;FAUX
2466;;Exclusive Aviation;;FAUX
764;414;EXEC EXPRESS II Dba LONE STAR AIRLINES;;FAUX
1053;180;EXECAIRE ,Inc.;;FAUX
4705;;ExecuJet Aviation;;FAUX
4641;;ExecuJet Aviation Group;;FAUX
3966;;ExecuJet Maintenance;;FAUX
2945;;EXECUTIVE Aircraft;;FAUX
1432;120;EXECUTIVE AIRLINS;;FAUX
4945;;Executive Inst;;FAUX
242;131218580;Executive Jet Support;;FAUX
530;1031654610;EXECUTIVE TURBINE AIRFRAME;;FAUX
3046;;Exel Technics Eindhoven B.V.;;FAUX
2993;;ExelTech Aerospace;;FAUX
5033;;Eximco;;FAUX
4234;;Expo Aviation (Pvt) Ltd;;FAUX
4674;;Express Air Freight C/O Bel-Air Express;;FAUX
1042;155;EXPRESS AIRLINES I Inc.NORTHWEST AIRLINK;;FAUX
1101;-655963660;Express Aviation Support Intl LTD;;FAUX
4949;;EXPRESS ELECTRONICS;;FAUX
3431;;EXPRESS.NET AIRLINES;;FAUX
955;-914219185;EXPRESSJET (ex Continental Express);;FAUX
4027;;ExpressJet Services;;FAUX
5050;;EZC. Inc;;FAUX
3985;;Eznis Airways;;FAUX
4067;;F.I.R.M-Future Inventory Repair Management;;FAUX
3736;;FAA;;FAUX
5149;;FAA Ltd;;FAUX
2713;;FAA-145 Repair Shop;;FAUX
3020;;FAB AIR;;FAUX
3300;;Fabas Consulting Intl;;FAUX
802;994;FAIRCHILD DORNIER;;FAUX
2340;1027685042;Fairchild Fasteners Simmonds (MF);;FAUX
2410;;FAIREY HYDRAULICS LTD (MF);;FAUX
2217;;Falcon Aero;;FAUX
3004;;Falcon Aerospace;;FAUX
4262;;Falcon Aviation Group Corp;;FAUX
4349;;Falcon Commercial Aviation;;FAUX
2453;;Falcon Dynamics, Inc;;FAUX
240;101609173;Falcon Express Cargo Airlines;;FAUX
1801;750;FALCONAIR;;FAUX
2104;;FAREM (MF);;FAUX
917;-1150430242;Farnair netherlands b.v.;;FAUX
1622;1590;FARNAIR Switzerland AG;;FAUX
3387;;Farnair-Hungary KFT;;FAUX
186;1251;FARNBOROUGH AVIATION;;FAUX
3063;;Farsound Engineering Aerospace;;FAUX
2937;;FASTCOL;;FAUX
2273;;Fastlink Egypt;;FAUX
1454;1356;FATAIR INC.;;FAUX
1684;1184;FAURE HERMAN;;FAUX
1779;1279;FAURE HERMAN (rep);;FAUX
1450;1352;FBU HELICOPTER;;FAUX
3;1924198507;Federal Air;;FAUX
1777;1277;Federico II Airways;;FAUX
800;992;FEDEX;;FAUX
3129;;FEDEX (Fwdr);;FAUX
2565;;FELAIR;;FAUX
1754;1170;FELIX AIRWAYS;;FAUX
2543;;FENWAL Safety Sys (MF);;FAUX
867;-1858060603;FENWAL SAFETY Sys.;;FAUX
1394;1117236333;Fermel Investment;;FAUX
430;1040;FFV;;FAUX
1758;1174;FIELD AVIATION;;FAUX
1729;2136405076;Field Aviation West Ltd;;FAUX
2809;;Fields Airmotive;;FAUX
2765;;FIELDTECH Avionics;;FAUX
4691;;Finist'air;;FAUX
1223;473;FINNAIR;;FAUX
4272;;Finnish Aircraft Maintenance Oy;;FAUX
2778;;Finnish Commuter A/L - Finncomm;;FAUX
2281;;Firefly Sdn Bhd;;FAUX
3711;;FIRE-TEC AERO SYSTEMS;;FAUX
1054;181;FIRST AIR;;FAUX
4964;;First Aviation Services;;FAUX
3388;;First Choice Airways;;FAUX
4260;;First Choice Military;;FAUX
3856;;First Class Air Repair;;FAUX
2089;;First Class Air Support;;FAUX
3109;;First Class Aviation;;FAUX
3874;;First Electronics;;FAUX
575;-2118943636;FIRST WAVE;;FAUX
765;2136405192;Firstmark Aerospace;;VRAI
3022;;FirstNation Airways (former Bellview);;FAUX
5064;;FirstNation Airways.DO.NOT.USE;;FAUX
4474;;fish tail air;;FAUX
1693;1484;FIVE STAR Aviation;;FAUX
1512;308;FJ Global Solutions;;VRAI
2878;-1882285633;FL Aerospace (MF);;FAUX
4533;;FL Technics AB;;FAUX
1433;121;FLAGSHIP AIRLINS;;FAUX
1072;995528822;FLAIR Aviation GmbH;;FAUX
1159;1008866910;Flame Enterprises;;FAUX
1508;262;FLANDRE AIR;;FAUX
4606;;Flatiron Aviation Mgt;;FAUX
4742;;Fleet Air International Kft;;FAUX
4182;;Fleet Helicopters;;FAUX
4412;;Fleet Support Services;;FAUX
1786;1286;Flight Component;;FAUX
4571;;Flight deck specialists;;FAUX
947;-959069401;FLIGHT Director;;FAUX
3287;;FLIGHT INDUSTRIES;;FAUX
102;-203437605;FLIGHT LOGISTICS INC;;FAUX
3812;;FLIGHT OPTIONS;;FAUX
1168;1013700053;Flight Refueling;;FAUX
45;864;FLIGHT SERVICES Group;;FAUX
563;-1645812843;Flight Star;;FAUX
4395;;Flight Support;;FAUX
226;1530;Flight Support Int'l;;FAUX
2051;;Flight Systems Int'L, Inc.;;FAUX
4072;;Flight Tech Aviation;;FAUX
3281;;Flight Tek Corp.;;FAUX
3367;;FLIGHT TIGER;;FAUX
1019;635;FLIGHT WEST AIRLINS;;FAUX
2569;;Flightcraft Maintenance Srvcs;;FAUX
3015;;FlightLine;;FAUX
4601;;Flightline Aviation;;FAUX
5103;;Flightline Services;;FAUX
4228;;flightpower;;FAUX
3919;;FlightSafety;;FAUX
2215;;FlightSource;;FAUX
4266;;Flightspares LLC;;FAUX
4229;;FlightTime Enterprises, Inc.;;FAUX
4012;;Flite Components, LLC;;FAUX
1664;1007449715;Flite Path Pty;;FAUX
3580;;Flitecraft Products;;FAUX
2083;;Flitespares Limited;;VRAI
4529;;Flitespares Limited GMBH;;FAUX
3317;;FLORIDA AEROSPACE PARTNERSHIP;;FAUX
3258;;Florida Air Services;;FAUX
2744;;Florida Jet Center;;FAUX
2829;;Flügel;;FAUX
2591;;Flugel, LLC;;FAUX
2879;-634216300;FLUID COMPONENTS INTL;;FAUX
1013;1439890191;Fly BE - British European;;FAUX
4495;;fly com;;FAUX
1651;1142;Fly LAL Charters;;FAUX
2063;;Fly Spares;;FAUX
4502;;Fly System;;FAUX
1278;1420;FLY VEDLIKEHOLD;;FAUX
2881;919095522;Fly540 (Five Forty Aviation Ltd);;FAUX
2646;;Flyair;;FAUX
5139;;FlyDubai;;FAUX
3747;;Fly-Globespan;;FAUX
2653;;FLYHAWAII;;FAUX
485;2136405021;Flying Tiger Company;;FAUX
3389;;FlyMe;;FAUX
3764;;FlyNordic;;FAUX
4740;;Flysmaland AB;;FAUX
3638;;flywex;;FAUX
3854;;FlyWhoosh;;FAUX
3959;;FOCUS AIR;;FAUX
2670;;FOKKER Services;;FAUX
449;1580;FOKKER Services Asia Pte Ltd;;FAUX
4408;;FORAVCO;;FAUX
934;-1063929053;Foremost Corp;;FAUX
4312;;Foremost International FZE;;FAUX
4183;;Forest Air Helicopters;;FAUX
4801;;FORMAT AEROSPACE;;FAUX
973;144;FORMOSA AIRLINES;;FAUX
3595;;Fortner Engineering & Mfg;;FAUX
5068;;Fortran Aviation Pte Ltd;;FAUX
506;340609315;Foshan Kele Tech Co Ltd;;FAUX
3709;;FOSSCO;;FAUX
4308;;FOUR STAR ACCESSORY;;FAUX
4252;;Fox Equipment Services, INC.;;FAUX
936;-1020145554;FP Aeroparts Middle East;;FAUX
1003;1323148232;FR Aviation ltd;;FAUX
597;-1943524899;FR HITEMP;;FAUX
1080;998636933;France Aero;;FAUX
246;-190528157;France Aviation;;FAUX
4086;;France Express Paris;;FAUX
2077;2136405310;Franmar Intl;;FAUX
555;-1708647397;Frasca International Inc;;FAUX
3606;;Frazier Aviation;;FAUX
746;358;FRED OLSEN AIR TRANSPORT;;FAUX
1998;;FREE BIRD AIRLINES;;FAUX
5115;;free1554;;FAUX
5116;;free3344;;FAUX
5142;;free447;;FAUX
5134;;free5557;;FAUX
5058;;free7474;;FAUX
4958;;free7777;;FAUX
3697;;free82545;;FAUX
4779;;free84497;;FAUX
4142;;free855;;FAUX
1945;2088983132;Free87;;FAUX
3679;;FREEDOM AIR;;FAUX
2139;;Freedom Airlines;;FAUX
3341;;Freedom Airways;;FAUX
1321;344323951;Freedom Aviation  Resources;;FAUX
4007;;FREEPORT FREIGHT FORWARDERS;;FAUX
1140;-307258562;FR-Hitemp;;FAUX
3164;;FRONTIER AIRLINES;;FAUX
3814;;F-TECH AEROSTRUCTURES;;FAUX
1456;1358;FURST AIRCRAFT;;FAUX
3902;;FUTURA;;FAUX
243;134567250;FUTURE AVIATION;;FAUX
446;1577;FUTURE Aviation Inc;;FAUX
4057;;Future Inventory Repair Mgt;;FAUX
4811;;G&G Aviation;;FAUX
4419;;G&S A/C Parts & A/L Support;;FAUX
4627;;G&S Instruments & Accessories;;FAUX
675;176633239;G.A.P.S.;;FAUX
2714;;GA TELESIS;;FAUX
5046;;GA Telesis CRG SW- Tucson;;FAUX
3844;;Gables Engineering, Inc.;;FAUX
4017;;Gadair European Airlines;;FAUX
3727;;GA-FINANCE;;FAUX
3168;;Galaxy Aero;;FAUX
2388;;Galaxy Aviation Corp;;FAUX
3272;;GALAXY INTL;;FAUX
1279;1447;GAM -Guadaira Aircraft Maintenance;;FAUX
4839;;GAMA Aero;;FAUX
493;2136405029;GAMCO;;FAUX
4010;;Gameco - Guangzhou A/C Main Eng;;FAUX
208;1273;Gamit Ltd.;;FAUX
75;2136405140;GAMM - Global Aero Maint Manag;;FAUX
329;2136404976;GANDALF AIRLINES;;FAUX
4447;;Garden city helicopter;;FAUX
1463;1365;GARRETT Aviation;;FAUX
412;940;GARUDA Indonesia;;FAUX
1398;2136404895;Gas Turbines International;;FAUX
4873;;Gatari Air Service;;FAUX
1545;806745454;GATEWAY AEROSPACE;;FAUX
2025;;Gateways Hongkong Co.;;FAUX
2026;;Gatwick Aviation;;FAUX
2090;;GATX Capital;;FAUX
1982;1371455748;GB AIRWAYS;;FAUX
4166;;GBR HELICOPTER GROUP;;FAUX
533;1032532225;GE Aviation Materials;;FAUX
4673;;GE Capital;;FAUX
3556;;GECAS - AMS;;FAUX
1891;1558;GECI Espanola Levante, SA;;FAUX
576;-2114864392;GELBYSON;;FAUX
3741;;GEMA FINANCIAL & INVESTMENT;;FAUX
3083;;GEMINI Air Support;;FAUX
5014;;Genelco Industries;;FAUX
162;1130;General Airport Systems;;FAUX
1666;1393;General Aviation;;FAUX
1429;2136405055;GENERAL DYNAMICS AVIATION SERVICES;;FAUX
98;1334;GENERAL INCENDIE (MAIP);;FAUX
3547;;General Supplies & Services;;FAUX
27;2133894419;General Transworld Corp;;FAUX
4441;;Genesis aircraft parts;;FAUX
1524;1198;GENESIS AVIATION, Inc.;;FAUX
5013;;Genova Aerospace;;FAUX
569;-1553374527;Genser;;FAUX
3883;;Georgetown Instrumetn Services;;FAUX
2550;1905214175;Georgian Airways - Airzena;;FAUX
4459;;Georgian International Airlines;;FAUX
2355;2088983094;Georgian National Airlines;;FAUX
5041;;Germania;;FAUX
3087;;GERMANIA EXPRESS;;FAUX
76;2136405141;GERMANWINGS;;FAUX
1954;2088983141;Gestair - Spain;;FAUX
1435;1008677107;GEVEN srl;;FAUX
4956;;GFM - Global Fleet Manangement Corp;;FAUX
4803;;GFM Corporation;;FAUX
1396;2136404893;GFORCE AEROSPACE;;FAUX
846;807;Ghana International Airlines;;FAUX
119;287;GILL AIRWAYS;;FAUX
2615;;GIMI AVIATION PARTS SALES;;FAUX
3081;;Girard Fasteners & Supply;;FAUX
2464;;GIRJET;;FAUX
4661;;GKN Aerospace – San Diego;;FAUX
1653;1144;GLENDALE INTERNATIONAL;;FAUX
4345;;Global Aerosolutions, Inc.;;FAUX
5110;;Global Aerospace Alliance, LLC;;FAUX
10;2004492807;Global Aerospace Corp;;FAUX
4561;;Global Aerospace Engineering;;FAUX
4718;;Global Air;;FAUX
3298;;GLOBAL Air Sales;;FAUX
1569;2136404899;Global Airline Support;;FAUX
3742;;Global airparts Direct;;FAUX
2081;;GLOBAL AIRSPARES;;FAUX
1292;1460;GLOBAL AIRTECH;;FAUX
4817;;Global Aviation Co.;;FAUX
3468;;Global Aviation Co.- Norcross;;FAUX
3248;;Global Aviation Enterprises Inc.;;FAUX
1113;-556327456;Global Aviation Resources;;FAUX
3925;;Global Aviation Services;;FAUX
4948;;Global Aviation Spares;;FAUX
2514;2136405343;Global Aviation Spares Pty Ltd.;;FAUX
4858;;Global Aviation Systems;;FAUX
1861;1162;Global Aviation Tech services (AIE3);;FAUX
535;1033456386;Global Filtration;;FAUX
4706;;Global Jet Concept;;FAUX
3135;;Global Parts Inc.;;FAUX
3166;;Global Parts Support;;FAUX
3930;;GLOBAL PRINCIPAL FINANCE;;FAUX
888;-1394468748;Global Support;;FAUX
2687;;GLOBAL TRADE GROUP Inc. (MF);;FAUX
3632;;GLOBAL TURBINE PARTS;;FAUX
4480;;GLOBAL VECTRA HELICORP;;FAUX
1478;1382;GLOBALL AERO SVCS;;FAUX
2882;-516957253;Globe Motors;;FAUX
4538;;Globe Span Aerospace Parts;;FAUX
3056;;Globus Aviation;;FAUX
3809;;Globus Aviation USA, LLC;;FAUX
3019;;GMAIR;;FAUX
1299;1468;GMDC Inc;;FAUX
1415;2136405015;GMDC UK LTD.;;FAUX
4721;;GMF AeroAsia;;FAUX
3187;;GMF AeroAsia - GARUDA MAINTENANCE;;FAUX
578;-2093152562;GMG Airlines;;FAUX
